Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
KEA Engineers,https://www.crunchbase.com/organization/kea-engineers,101-250,Active,https://keaengineers.com/,info@keaengineers.com,+1 732 635 0044,,,,,,,,,"Design, Hardware, Manufacturing, Other, Science and Engineering","Industrial Engineering, Mechanical Design, Mechanical Engineering, Service Industry",,,,,332498,USD,332498,,,"Iselin, New Jersey, United States",$1M to $10M,1984-01-01,year,,https://www.linkedin.com/company/kea-engineers/
Sarracco Mechanical Services,https://www.crunchbase.com/organization/sarracco-mechanical-services,101-250,Active,http://sarracco.com/,info@sarracco.com,+1 800 606-0015,,,,,,,,,"Design, Hardware, Professional Services, Real Estate","Building Maintenance, Construction, Consulting, Mechanical Design",,,,,1995552,USD,1995552,,,"Waterbury, Connecticut, United States",,1975-01-01,year,,https://www.linkedin.com/company/sarracco/
Amisco,https://www.crunchbase.com/organization/amisco,501-1000,Active,https://www.amisco.it/,amisco@amisco.it,+39 029 900 181,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Industrial Engineering, Manufacturing, Mechanical Design",,,,,128066,USD,128066,,,"Paderno Dugnano, Lombardia, Italy",,1936-01-01,year,,https://www.linkedin.com/company/amisco-s.p.a./
Jiangsu Lixing General Steel Ball,https://www.crunchbase.com/organization/jiangsu-lixing-general-steel-ball,501-1000,Active,http://www.jgbr.com.cn/,gzhao@jgbr.cn,86-513-87513793,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",6,1,Cleaning,Machines and machine tools,,,,,,"Rugao, Jiangsu, China",,2000-12-12,day,,
China Aluminum International Engineering,https://www.crunchbase.com/organization/china-aluminum-international-engineering,10001+,Active,http://www.chalieco.com.cn,IR-chalieco@chalieco.com.cn,+86 82406888,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design, Real Estate",81,0,Electrolytic Or Electrophoretic Processes,,,,,,,"Haidian, Beijing, China",,2003-12-16,day,,https://ca.linkedin.com/company/china-aluminum-international-engineering-corporation-limited
Thermogenics,https://www.crunchbase.com/organization/thermogenics-8862,51-100,Active,https://thermogenicsboilers.com,info@thermogenicsboilers.com,+1 905 727 1901,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Machinery Manufacturing, Mechanical Design",0,2,,Building; repairs,396313,USD,396313,,,"Aurora, Ontario, Canada",$10M to $50M,1975-01-01,year,,https://www.linkedin.com/company/thermogenics/
Bryken,https://www.crunchbase.com/organization/bryken,51-100,Active,https://www.bryken.com,enquiries@bryken.com,+44 0151 547 2933,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,47125,USD,47125,,,"Knowsley, Knowsley, United Kingdom",$10M to $50M,1982-01-01,year,,https://www.linkedin.com/company/bryken-limited
Manning Mechanical,https://www.crunchbase.com/organization/manning-mechanical,51-100,Active,http://manningmechanical.com/,,+1-701-293-9774,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Fargo, North Dakota, United States",$10M to $50M,1983-10-01,month,,https://www.linkedin.com/company/manning-mechanical-inc-
Coriolis Composites,https://www.crunchbase.com/organization/coriolis-composites,101-250,Active,https://www.coriolis-composites.com/,sales.support@coriolis-composites.com,+33 029-759-9498,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","Aerospace, Industrial Engineering, Industrial Manufacturing, Mechanical Design, Software",28,5,Working Of Plastics,Scientific and electric apparatus and instruments,1414690,USD,1414690,,,"Quéven, Bretagne, France",$10M to $50M,2000-01-01,year,,https://www.linkedin.com/company/coriolis-composites/
Polar Tank Trailer,https://www.crunchbase.com/organization/polar-tank-trailer,501-1000,Active,https://polartank.com,contact_us@polartank.com,+1 800 826 6589,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",1,0,Vehicles In General,,1357998,USD,1357998,,,"Holdingford, Minnesota, United States",,1946-01-01,year,,https://www.linkedin.com/company/polar-tank-trailer-inc/
A W Kuettel & Sons,https://www.crunchbase.com/organization/a-w-kuettel-sons,101-250,Active,https://awkuettel.com/,,+218-722-3901,,,,,,,,,"Design, Hardware, Real Estate","Construction, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Design, Real Estate",,,,,671334,USD,671334,,,"Duluth, Georgia, United States",$10M to $50M,1924-01-01,year,,https://www.linkedin.com/company/a-w-kuettel-&-sons-inc./
Dialectic Engineering,https://www.crunchbase.com/organization/dialectic-engineering,51-100,Active,https://dialecticeng.com/,ContactUs@DialecticEng.com,+1 816-997-9601,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Science and Engineering","Electrical Distribution, Industrial Engineering, Mechanical Design",,,,,998346,USD,998346,,,"Kansas City, Missouri, United States",$10M to $50M,1988-01-01,year,,https://www.linkedin.com/company/dialectic-eng/
Sav Mor Mechanical,https://www.crunchbase.com/organization/sav-mor-mechanical,101-250,Active,https://www.savmor.net,,+1 631 467 8585,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Other, Real Estate, Science and Engineering","Commercial, Energy Management, Heating, Ventilation, and Air Conditioning (HVAC), Industrial Engineering, Mechanical Design",,,,,78834,USD,78834,,,"Ronkonkoma, New York, United States",$10M to $50M,1975-01-01,year,,https://www.linkedin.com/company/sav-mor-mechanical-inc./about/
Marzoli Machines Textile,https://www.crunchbase.com/organization/marzoli-machines-textile,251-500,Active,https://en.marzoli.camozzi.com,sales@marzoli.it,+39 030 73091,,,,,,,,,"Design, Hardware, Manufacturing","Machinery Manufacturing, Manufacturing, Mechanical Design, Textiles",27,5,,Machines and machine tools,,,,,,"Brescia, Lombardia, Italy",,1851-01-01,year,,https://www.linkedin.com/company/marzoli-s.p.a.
Machines & Media,https://www.crunchbase.com/organization/machines-media,51-100,Active,http://www.MACHINESANDMEDIA.COM,sales@machinesandmedia.com,+1-800-669-5250,,,,,,,,,"Design, Hardware, Mobile","Hardware, Mechanical Design, Wireless",,,,,12103,USD,12103,,,"Chanhassen, Minnesota, United States",$1M to $10M,1994-01-01,year,,https://www.linkedin.com/company/machines&media-inc.
Christian Pfeiffer,https://www.crunchbase.com/organization/christian-pfeiffer-697b,101-250,Active,https://www.christianpfeiffer.com/,office.de@christianpfeiffer.com,+49 25218490,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,258276,USD,258276,,,"Beckum, Nordrhein-Westfalen, Germany",$10M to $50M,1925-01-01,year,,https://www.linkedin.com/company/christian-pfeiffer-maschinenfabrik-gmbh/
Matsuura Machinery,https://www.crunchbase.com/organization/matsuura-machinery,251-500,Active,https://www.matsuura.co.jp,,+81-776-56-8106,,,,,,,,,"Design, Hardware, Manufacturing, Software","Machinery Manufacturing, Manufacturing, Mechanical Design, Product Design, Productivity Tools",,,,,,,,,,"Fukui, Fukui, Japan",,1935-01-01,year,,https://www.linkedin.com/company/matsuura-machinery-corporation/
LCS Cable Cranes,https://www.crunchbase.com/organization/lcs-cable-cranes,51-100,Active,https://www.lcs-cablecranes.com,office@lcs-group.com,43 5552 215 77,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate","Construction, Manufacturing, Mechanical Design",0,3,,Vehicles,124468,USD,124468,,,"Lorüns, Vorarlberg, Austria",$1M to $10M,1989-01-01,year,,https://www.linkedin.com/company/lcs-cable-cranes-gmbh
Hi Tech Calibration Services,https://www.crunchbase.com/organization/hi-tech-calibration-services,101-250,Active,https://www.hitechcalibration.com,enquiry@hitechcalibration.com,+91 95970 95960,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Science and Engineering","Civil Engineering, Electronics, Industrial, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Chennai, Tamil Nadu, India",$10M to $50M,2003-01-01,year,,https://www.linkedin.com/company/hitechcalibrationservices
Vogue,https://www.crunchbase.com/organization/vogue-630b,51-100,Active,https://vogue-steel.com,info@vogue-steel.com,+97165262843,,,,,,,,,"Design, Hardware, Real Estate, Science and Engineering","Civil Engineering, Construction, Mechanical Design",,,,,,,,,,"Sharja, Sharjah, United Arab Emirates",$1M to $10M,1992-01-01,year,,https://www.linkedin.com/company/vogue-steel-factory
Bufori,https://www.crunchbase.com/organization/bufori,51-100,Active,https://bufori.com,info@bufori.com.my,+603 6259 1000,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Automotive, Manufacturing, Mechanical Design",0,1,,Vehicles,,,,,,"Kepong, Kuala Lumpur, Malaysia",$10M to $50M,1986-01-01,year,,https://www.linkedin.com/company/bufori-motor-car-company-m-sdn-bhd/
Everyday Technologies,https://www.crunchbase.com/organization/everyday-technologies-9f2d,51-100,Active,https://www.everydaytech.com,sales@everydaytech.com,+1 937 492 4171,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Manufacturing, Mechanical Design, Supply Chain Management",,,,,325059,USD,325059,,,"Sidney, Ohio, United States",$10M to $50M,1928-01-01,year,,https://www.linkedin.com/company/everydaytechnologies/
Harburg-Freudenberger Maschinenbau GmbH,https://www.crunchbase.com/organization/harburg-freudenberger-maschinenbau-gmbh,51-100,Active,https://www.hf-group.com,curing.spareparts@hf-group.com,49 40 77179-0,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate","Construction, Machinery Manufacturing, Manufacturing, Mechanical Design",91,84,Working Of Plastics,Machines and machine tools,3955360,USD,3955360,,,"Hamburg, Hamburg, Germany",$10M to $50M,1855-01-01,year,,https://www.linkedin.com/company/hf-group-harburg-freudenberger-maschinenbau-gmbh/
DIV Group,https://www.crunchbase.com/organization/min-div-ad,1001-5000,Active,https://www.divgroup.eu/,div@divgroup.eu,+385 1 3377 000,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Foundries, Industrial Engineering, Industrial Manufacturing, Mechanical Design, Mechanical Engineering, Shipping",,,,,,,,,,"Samobor, Zagrebacka, Croatia",$50M to $100M,2000-01-01,year,,https://www.linkedin.com/company/div-group/
Michaud Chailly,https://www.crunchbase.com/organization/michaud-chailly,101-250,Active,https://www.michaud-chailly.fr,michaud@michaud-chailly.fr,+33 825 00 25 55,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Mechanical Design, Mechanical Engineering",,,,,752347,USD,752347,,,"Saint-priest, Rhone-Alpes, France",$10M to $50M,1923-01-01,year,,https://www.linkedin.com/company/michaud-chailly/
Mehrer Compression,https://www.crunchbase.com/organization/mehrer-compression,101-250,Active,https://www.mehrer.de/,info@mehrer.de,+49743326050,,,,,,,,,"Design, Hardware, Manufacturing, Other, Science and Engineering","Commercial, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,135286,USD,135286,,,"Balingen, Baden-Wurttemberg, Germany",$10M to $50M,1889-01-01,year,,https://www.linkedin.com/company/mehrer/
US Cargo Systems,https://www.crunchbase.com/organization/us-cargo-systems,101-250,Active,https://www.uscargosystems.com/,info@www.uscargosystems.com,+1 919 705 2400,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Aerospace, Automotive, Freight Service, Manufacturing, Mechanical Design",,,,,534112,USD,534112,,,"Goldsboro, North Carolina, United States",$10M to $50M,1947-01-01,year,,https://www.linkedin.com/company/us-cargo-systems/
Modern Machine & Tool,https://www.crunchbase.com/organization/modern-machine-tool,51-100,Active,https://mmtool.com,sales@mmtool.com,,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Manufacturing, Mechanical Design",,,,,205482,USD,205482,,,"Newport News, Virginia, United States",$1M to $10M,1947-01-01,year,,https://www.linkedin.com/company/modern-machine-&-tool-company-inc.
Paragon,https://www.crunchbase.com/organization/paragon-b2c3,51-100,Active,https://www.paragondirect.com,Orders@paragondirect.com,(800) 471-8769,,,,,,,,,"Design, Hardware, Science and Engineering","Mechanical Design, Mechanical Engineering",,,,,253487,USD,253487,,,"Cartersville, Georgia, United States",$10M to $50M,1988-01-01,year,,https://www.linkedin.com/company/paragon-tank-truck-equipment/
REDA,https://www.crunchbase.com/organization/reda-fd2d,51-100,Active,https://www.redaspa.com,reda@redaspa.com,+39 0444 599799,,,,,,,,,"Design, Food and Beverage, Hardware, Manufacturing, Science and Engineering","Food Processing, Machinery Manufacturing, Mechanical Design, Mechanical Engineering",,,,,146786,USD,146786,,,"Isola Vicentina, Veneto, Italy",$1M to $10M,1983-01-01,year,,https://www.linkedin.com/company/reda-spa
One Zone,https://www.crunchbase.com/organization/one-zone-cf0f,101-250,Active,https://www.one-z.com/,hello@one-z.com,+852 3125 7640,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Construction, Heating, Ventilation, and Air Conditioning (HVAC), Industrial Engineering, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",,2002-01-01,year,,https://www.linkedin.com/company/one-zone/
Falasca Mechanical,https://www.crunchbase.com/organization/falasca-mechanical,251-500,Active,https://www.falascamechanical.com,info@falascamechanical.com,+1 856 794 2010,,,,,,,,,"Design, Hardware, Other, Real Estate, Science and Engineering","Construction, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Design, Mechanical Engineering, Service Industry",,,,,1822532,USD,1822532,,,"Vineland, New Jersey, United States",$100M to $500M,1969-01-01,year,,https://www.linkedin.com/company/falasca-mechanical/
Dynasty Wireline Services,https://www.crunchbase.com/organization/dynasty-wireline-services,101-250,Active,https://dynastywireline.com,info@dynastyws.com,+1432 363 3100,,,,,,,,,"Design, Hardware, Sales and Marketing","Lead Management, Mechanical Design",,,,,,,,,,"Midland, Texas, United States",,2015-01-01,year,,https://www.linkedin.com/company/dynasty-wireline-services-llc
Rovenma,https://www.crunchbase.com/organization/rovenma,51-100,Active,https://www.rovenma.com,info@rovenma.com,90 312 397 5454,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Electronics, Manufacturing, Mechanical Design",,,,,,,,,,"Çankaya, Ankara, Turkey",$10M to $50M,2016-01-01,year,,https://www.linkedin.com/company/rovenma
Lineman’s Testing Laboratories,https://www.crunchbase.com/organization/lineman-s-testing-laboratories,51-100,Active,https://ltl.ca,main@ltl.ca,1 416-742-6911,,,,,,,,,"Data and Analytics, Design, Hardware, Manufacturing","Industrial, Mechanical Design, Test and Measurement",,,,,1823164,USD,1823164,,,"Toronto, Ontario, Canada",$10M to $50M,1958-01-01,year,,https://www.linkedin.com/company/lineman's-testing-laboratories
HKS,https://www.crunchbase.com/organization/hks-5ac3,251-500,Active,https://www.hks-power.co.jp/,,+81 544-29-1111,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Automotive, Manufacturing, Mechanical Design",,,,,,,,,,"Fujinomiya, Shizuoka, Japan",$500M to $1B,1973-01-01,year,,https://www.linkedin.com/company/（株）エッチ・ケー・エス
DAMA Ventures,https://www.crunchbase.com/organization/dama-ventures,51-100,Active,https://www.damaventures.com/,ceo@damaventures.com,+962 6 560 0500,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Design, Industrial Engineering, Machinery Manufacturing, Mechanical Design",,,,,,,,,,"Jordan, Schleswig-Holstein, Germany",$10M to $50M,,,,https://www.linkedin.com/company/dama-ventures-ltd./
AERO GEARBOX INTERNATIONAL,https://www.crunchbase.com/organization/aero-gearbox-international,51-100,Active,https://www.aerogearboxinternational.com,,33 1 41 30 50 10,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Aerospace, Manufacturing, Mechanical Design",3,0,Engineering Elements And Units; General Measures For Producing And Maintaining Effective Functioning Of Machines Or Installations,,808076,USD,808076,,,"Colombes, Ile-de-France, France",$10M to $50M,2015-01-01,year,,https://www.linkedin.com/company/aero-gearbox-international-poland
CA3M Engenharia,https://www.crunchbase.com/organization/ca3m-engenharia,101-250,Active,https://www.ca3m.com.br,ca3m@ca3m.com.br,55 19 4042-5042,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Araras, Sao Paulo, Brazil",$10M to $50M,2012-01-01,year,,https://www.linkedin.com/company/ca3m-engenharia
Direct,https://www.crunchbase.com/organization/direct-9014,101-250,Active,https://www.directteam.com/,info@directteam.com,+1-713-434-7328,,,,,,,,,"Administrative Services, Design, Hardware, Other, Real Estate","Construction, Mechanical Design, Project Management",,,,,516453544,USD,516453544,,,"Houston, Texas, United States",,1999-10-01,day,,https://www.linkedin.com/company/directserviceconstructionanddesign/
Lincoln Manufacturing,https://www.crunchbase.com/organization/lincoln-manufacturing,51-100,Active,https://www.lincolnmfg.com,info@lincolnmfg.com,1 606-365-3016,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Automotive, Electric Vehicle, Manufacturing, Mechanical Design",,,,,394588,USD,394588,,,"Stanford, Kentucky, United States",$10M to $50M,1995-01-01,year,,https://www.linkedin.com/company/lincoln-manufacturing-usa-llc
Connectronics,https://www.crunchbase.com/organization/connectronics-b3ba,101-250,Active,https://www.connectronicscorp.com/,info@connectronicscorp.com,+1 419-537-0020,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Electronics, Industrial Manufacturing, Manufacturing, Mechanical Design",0,1,,Scientific and electric apparatus and instruments,881620,USD,881620,,,"Toledo, Ohio, United States",$10M to $50M,1988-01-01,year,,https://www.linkedin.com/company/connectronics-corporation/
AgroMatão,https://www.crunchbase.com/organization/agromatão,51-100,Active,https://www.agromatao.com.br,sales01@agromatao.com.br,55 16 3382-7192,,,,,,,,,"Agriculture and Farming, Design, Hardware, Manufacturing","Agriculture, Industrial, Mechanical Design",,,,,,,,,,"Matão, Sao Paulo, Brazil",,,,,https://www.linkedin.com/company/agro-mat%C3%A3o
EASIER,https://www.crunchbase.com/organization/easier-1de4,101-250,Active,https://www.go-easier.com,,+33 01 46 93 33 33,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Aerospace, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Suresnes, Ile-de-France, France",$10M to $50M,,,,https://www.linkedin.com/company/go-easier
South Bay Cable,https://www.crunchbase.com/organization/south-bay-cable,101-250,Closed,https://www.southbaycable.com,Kevin@SouthBayCable.com,+1-951-659-2183,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Electronics, Manufacturing, Mechanical Design",,,,,,,,,,"Idyllwild, California, United States",,1957-01-01,year,,https://www.linkedin.com/company/south-bay-cable/
CH Murphy Clark Ullman,https://www.crunchbase.com/organization/ch-murphy-clark-ullman,101-250,Active,http://www.chmcu.com,steven.foster@chmcu.com,+1 800 234 6255,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,169027,USD,169027,,,"Portland, Oregon, United States",$10M to $50M,1920-01-01,year,,https://www.linkedin.com/company/c.h.-murphy-clark-ullman-inc./
Tandler,https://www.crunchbase.com/organization/tandler,101-250,Active,https://www.tandler.de/,tandler@tandler.de,+49-421-53636,,,,,,,,,"Design, Hardware, Manufacturing","Manufacturing, Mechanical Design, Product Design",0,1,,Machines and machine tools,396911,USD,396911,,,"Bremen, Bremen, Germany",$10M to $50M,1949-01-01,year,,https://www.linkedin.com/company/tandler-zahnrad--und-getriebefabrik-gmbh&co-kg/
Overfinch,https://www.crunchbase.com/organization/overfinch,101-250,Active,https://www.overfinch.com/,,+ 442074166199,,,,,,,,,"Design, Hardware, Science and Engineering, Transportation","Automotive, Mechanical Design, Mechanical Engineering",,,,,,,,,,"London, England, United Kingdom",,1975-01-01,year,,https://www.linkedin.com/company/overfinch/
Construction Attachments,https://www.crunchbase.com/organization/construction-attachments,101-250,Active,https://www.constructionattachmentsinc.com/,sales@calmfg.com,+1 828-758-2674,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,210582,USD,210582,,,"Lenoir, North Carolina, United States",$10M to $50M,1984-01-01,year,,https://www.linkedin.com/company/construction-attachments-inc-/
Karnataka Turned Components,https://www.crunchbase.com/organization/karnataka-turned-components,101-250,Active,https://www.ktc-india.com,,+91 7760844431,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Machinery Manufacturing, Mechanical Design",,,,,,,,,,"Bangalore, Karnataka, India",$1M to $10M,1960-01-01,year,,https://www.linkedin.com/company/karnataka-turned-components-pvt.-ltd.-
General Mechanical,https://www.crunchbase.com/organization/general-mechanical-corporation,251-500,Active,https://www.gmcfl.com/,info@gmcfl.com,+1 386-255-5222,,,,,,,,,"Design, Hardware, Real Estate","Construction, Home Renovation, Mechanical Design",,,,,393436,USD,393436,,,"Daytona Beach, Florida, United States",$1M to $10M,1996-01-01,year,,https://www.linkedin.com/company/general-mechanical-corporation/
Cole Electric Technology,https://www.crunchbase.com/organization/cole-electric-technology,51-100,Active,https://www.coleelectricms.com/,info@coleelectricms.com,+1 404 691 9119,,,,,,,,,"Design, Hardware, Manufacturing, Other, Professional Services, Science and Engineering","Field Support, Manufacturing, Mechanical Design, Mechanical Engineering, Service Industry",,,,,1058154,USD,1058154,,,"Atlanta, Georgia, United States",,1979-01-01,year,,https://www.linkedin.com/company/cole-electric-technology/
Arntzen Corporation,https://www.crunchbase.com/organization/arntzen-corporation,51-100,Active,https://www.arntzenpipe.com/,,+1 815-334-0788,,,,,,,,,"Administrative Services, Design, Hardware, Manufacturing, Other, Science and Engineering","Industrial, Industrial Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Project Management",,,,,372807,USD,372807,,,"Woodstock, Illinois, United States",,1954-01-01,year,,https://www.linkedin.com/company/arntzen-corporation/
Metalcrafters,https://www.crunchbase.com/organization/metalcrafters,101-250,Active,https://www.metalcraftersinc.com,info@metalcraftersinc.com,+1-978-683-7097,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,489256,USD,489256,,,"Methuen, Massachusetts, United States",$10M to $50M,1943-01-01,year,,https://www.linkedin.com/company/metalcrafters-incorporated
Carpin,https://www.crunchbase.com/organization/carpin,101-250,Active,https://www.carpin.com,info@carpin.com,+1 203-574-2556,,,,,,,,,"Consumer Goods, Design, Hardware, Manufacturing, Science and Engineering, Software","CAD, Furniture, Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",15,8,"Furniture,Domestic Articles Or Appliances; Coffee Mills; Spice Mills",Furniture and decorative products,300679,USD,300679,,,"Waterbury, Connecticut, United States",$10M to $50M,1984-01-01,year,,https://www.linkedin.com/company/carpin-manufacturing-inc./
ALPHA MECHANICAL,https://www.crunchbase.com/organization/alpha-mechanical,101-250,Active,https://www.alphamechanical.com/,info@alphamechanical.com,+1 858 278 3500,,,,,,,,,"Design, Hardware, Other, Professional Services, Real Estate, Science and Engineering","Construction, Customer Service, Mechanical Design, Mechanical Engineering",,,,,2336098,USD,2336098,,,"El Cajon, California, United States",$10M to $50M,1991-01-01,year,,https://www.linkedin.com/company/alpha-mechanical-inc
GRIBI Hydraulics AG,https://www.crunchbase.com/organization/gribi-hydraulics-ag,51-100,Active,https://www.gribi-hydraulics.ch/de/home,info@gribi-hydraulics.ch,41 44 733 40 50,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Mechanical Design, Mechanical Engineering",,,,,85835,USD,85835,,,"Baden, Aargau, Switzerland",,1969-01-01,year,,https://www.linkedin.com/company/gribi-hydraulics-ag
Eastern Sheet Metal,https://www.crunchbase.com/organization/eastern-sheet-metal,51-100,Active,https://www.easternsheetmetal.com,esmquotes@easternsheetmetal.com,+1 800 348 3440,,,,,,,,,"Design, Hardware, Manufacturing, Other, Professional Services, Science and Engineering","Customer Service, Manufacturing, Mechanical Design, Mechanical Engineering",0,2,,Environmental control apparatus,144129,USD,144129,,,"Cincinnati, Ohio, United States",$10M to $50M,1978-01-01,year,,https://www.linkedin.com/company/eastern-sheet-metal/
Konzmann Gruppe,https://www.crunchbase.com/organization/konzmann-gruppe,501-1000,Active,https://www.konzmann.de/,info@konzmann.de,+49-754-193-6260,,,,,,,,,"Design, Hardware, Other, Real Estate, Science and Engineering","Building Maintenance, Construction, Heating, Ventilation, and Air Conditioning (HVAC), Home Renovation, Mechanical Design, Mechanical Engineering, Professional Services",,,,,10256,USD,10256,,,"Friedrichshafen, Baden-Wurttemberg, Germany",$50M to $100M,1921-01-01,year,,https://www.linkedin.com/company/konzmann/
Bahmüller,https://www.crunchbase.com/organization/bahmüller,251-500,Active,https://www.bahmueller.de/de/,info@bahmueller.de,+ 49- 0 7181-809-0,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Automation, Machinery Manufacturing, Manufacturing, Mechanical Design",2,2,"Making Articles Of Paper, Cardboard Or Material Worked In A Manner Analogous To Paper",Machines and machine tools,97129,USD,97129,,,"Plüderhausen, Baden-Wurttemberg, Germany",$10M to $50M,1945-01-01,year,,https://www.linkedin.com/company/bahmueller/
Uptime Electronics,https://www.crunchbase.com/organization/uptime-electronics,101-250,Active,http://www.uptimecorp.com/,info@uptimecorp.com,+1 562-692-7072,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,97815,USD,97815,,,"Whittier, California, United States",$1M to $10M,1976-01-01,year,,https://www.linkedin.com/company/uptime-electronics-inc-
RDI Mechanical,https://www.crunchbase.com/organization/rdi-mechanical,101-250,Active,https://rdimechanical.com/,info@rdimechanical.com,+1-281-448-1700,,,,,,,,,"Design, Hardware, Real Estate, Science and Engineering","Construction, Facility Management, Mechanical Design, Mechanical Engineering",,,,,1213846,USD,1213846,,,"Houston, Texas, United States",$10M to $50M,2000-01-01,year,,https://www.linkedin.com/company/rdi-mechanical/
Friedrich Delker,https://www.crunchbase.com/organization/friedrich-delker,101-250,Active,https://www.delker.com/start,info@delker.com,+49 201 89120,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing, Science and Engineering, Software","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Productivity Tools, Wholesale",0,4,,Common metals and their alloys; ores,2124000,USD,2124000,,,"Essen, Nordrhein-Westfalen, Germany",$10M to $50M,1969-01-01,year,,https://www.linkedin.com/company/friedrich-delker-gmbh-&-co.-kg/
Shengli Xinda,https://www.crunchbase.com/organization/shengli-xinda,1001-5000,Active,http://www.slxdsy.cn/en/,,+86-0546-8532876,,,,,,,,,"Design, Hardware, Manufacturing, Sales and Marketing","Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Sales",0,13,,Non-metallic building materials,,,,,,"Dongying, Shandong, China",,1986-01-01,year,,
