Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Equator (Scotland),https://www.crunchbase.com/organization/equator-scotland-ltd,51-100,Active,http://www.eqtr.com,hello@eqtr.com,+44 141 229 1800,,,,,,,,,"Advertising, Design, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, Content, Marketing, SEO, Social Media, Web Design, Web Development",,,,,966056,USD,966056,,,"Glasgow, Glasgow City, United Kingdom",$10M to $50M,1999-11-07,day,,http://www.linkedin.com/companies/18768
Codehouse,https://www.crunchbase.com/organization/codehouse-6aef,51-100,Active,https://www.codehousegroup.com/,hello@codehousegroup.com,+44-20-34577633,,,,,,,,,"Advertising, Design, Sales and Marketing, Science and Engineering, Software","Advertising, Digital Marketing, Software Engineering, UX Design, Web Design, Web Development",,,,,570173,USD,570173,,,"London, England, United Kingdom",$10M to $50M,2005-01-01,year,,https://www.linkedin.com/company/codehouse/
Bread and Butter,https://www.crunchbase.com/organization/bread-and-butter,101-250,Active,https://www.wearebreadandbutter.com,wellhello@wearebreadandbutter.com,,,,,,,,,,"Content and Publishing, Design, Food and Beverage, Internet Services, Media and Entertainment, Sales and Marketing, Software, Transportation","Digital Marketing, Food and Beverage, Food Delivery, Graphic Design, Photography, Public Relations, Social Media, Social Media Marketing, Web Design, Web Development",,,,,1251579,USD,1251579,,,"Los Angeles, California, United States",$10M to $50M,2007-01-01,year,,https://www.linkedin.com/company/bread-&-butter/
Masa GmbH,https://www.crunchbase.com/organization/masa-gmbh,501-1000,Active,https://www.masa-group.com,info@masa-group.com,+49 2632 9292-0,,,,,,,,,"Design, Manufacturing, Real Estate, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Manufacturing, Mechanical Engineering, Product Design, Real Estate, Web Design",1,8,"Working Cement, Clay, Or Stone",Machines and machine tools,,,,,,"Andernach, Rheinland-Pfalz, Germany",$10M to $50M,1905-01-01,year,,https://www.linkedin.com/company/masagroup
Evince Development,https://www.crunchbase.com/organization/evince-development,51-100,Active,http://www.evincedev.com,info@evincedev.com,+1 315 715 8494,,,,,,,,,"Commerce and Shopping, Design, Internet Services, Mobile, Sales and Marketing, Software","E-Commerce, Enterprise Software, Mobile, Open Source, SEO, Web Design, Web Development",,,,,3008927,USD,3008927,,,"New York, New York, United States",$10M to $50M,2012-06-08,day,,https://www.linkedin.com/company/evince-development
Delta ModTech,https://www.crunchbase.com/organization/delta-modtech,101-250,Active,https://www.deltamodtech.com,contact@deltamodtech.com,+1 800 279 3358,,,,,,,,,"Design, Manufacturing, Software","Manufacturing, Software, Web Design",15,21,Conveying; Packing; Storing; Handling Thin Or Filamentary Material,Scientific and electric apparatus and instruments,,,,,,"Minneapolis, Minnesota, United States",$10M to $50M,1978-01-01,year,,https://www.linkedin.com/company/delta-industrial-services-inc.
TECHVED Consulting,https://www.crunchbase.com/organization/techved-consulting,51-100,Active,http://www.techved.com,info@techved.com,+02261321000,,,,,,,,,"Advertising, Design, Internet Services, Sales and Marketing","Advertising, Internet, Product Design, Web Design",,,,,,,,,,"Mumbai, Maharashtra, India",$10M to $50M,2007-05-07,day,,https://www.linkedin.com/company/techved-consulting
QuartSoft,https://www.crunchbase.com/organization/quartsoft,51-100,Active,https://quartsoft.com/,partners@quartsoft.com,+1 323 570 31 32,,,,,,,,,"Commerce and Shopping, Design, Internet Services, Software","E-Commerce, E-Commerce Platforms, SaaS, Web Design, Web Development",,,,,,,,,,"Zug, Zug, Switzerland",$10M to $50M,1999-01-01,year,,https://www.linkedin.com/company/749290/
Studio,https://www.crunchbase.com/organization/studio-2,1001-5000,Active,http://www.studiollc.com/,contact@whoisstudio.com,+1 (201) 683-8981,,,,,,,,,"Advertising, Apps, Design, Mobile, Platforms, Sales and Marketing, Software","Advertising, Apps, iOS, Mobile, Product Design, Web Design",0,2,,Education; entertainment,73377,USD,73377,,,"Hoboken, New Jersey, United States",$10M to $50M,2003-01-01,year,,http://www.linkedin.com/company/217261
"AP+I Design, Inc.",https://www.crunchbase.com/organization/ap-i-design-inc,101-250,Active,http://apidesign.com,csandman@apidesign.com,650.254.1444,,,,,,,,,"Design, Professional Services","Consulting, Product Design, Web Design",,,,,1557973,USD,1557973,,,"Mountain View, California, United States",$10M to $50M,1993-01-01,day,,https://www.linkedin.com/company/139030
Supple - SEO & Digital Marketing Agency,https://www.crunchbase.com/organization/supple,51-100,Active,https://supple.com.au,hello@supple.com.au,1300787753,,,,,,,,,"Advertising, Design, Internet Services, Sales and Marketing, Software","Advertising, Digital Marketing, SEM, SEO, Social Media Marketing, Web Design, Web Development",,,,,,,,,,"Richmond, Victoria, Australia",$10M to $50M,2012-01-01,year,,https://www.linkedin.com/company/supplesolutions/
Level Agency,https://www.crunchbase.com/organization/level-interactive,101-250,Active,https://level.agency,info@level.agency,+1-877-733-8625,,,,,,,,,"Advertising, Design, Media and Entertainment, Sales and Marketing, Software","Advertising, Content, Digital Marketing, Marketing, Web Design, Web Development",,,,,1344091,USD,1344091,,,"Pittsburgh, Pennsylvania, United States",$10M to $50M,2010-01-01,year,,https://www.linkedin.com/company/levelagency/
Alpha Salmon,https://www.crunchbase.com/organization/alpha-salmon,51-100,Active,http://www.alphasalmon.com,enquiries@alphasalmon.com,+61 2 9934 5470,,,,,,,,,"Advertising, Apps, Design, Mobile, Sales and Marketing, Software","Advertising, Mobile Apps, Web Design",,,,,,,,,,"Sydney, New South Wales, Australia",$10M to $50M,1999-06-30,day,,http://www.linkedin.com/company/alpha-salmon
Mad*Pow,https://www.crunchbase.com/organization/mad-pow,51-100,Active,http://www.madpow.com/,solutions@madpow.com,(603) 387-8307,,,,,,,,,"Apps, Data and Analytics, Design, Financial Services, Health Care, Mobile, Software","Apps, Consumer Research, FinTech, Medical Device, mHealth, Mobile Apps, Product Design, Web Design",,,,,3603043,USD,3603043,,,"Portsmouth, New Hampshire, United States",$10M to $50M,2000-01-01,year,,http://www.linkedin.com/company/47118
NELCO Worldwide,https://www.crunchbase.com/organization/nelco-worldwide,251-500,Active,http://nelcoworldwide.com,,+18006352613,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Computer, Electronics, Manufacturing, Product Design, Web Design",,,,,,,,,,"Burlington, Massachusetts, United States",$10M to $50M,1930-01-01,year,,https://www.linkedin.com/company/nelco_2
Baxter,https://www.crunchbase.com/organization/baxter-09d3,51-100,Active,https://baxterofcalifornia.com,consumercare@baxterofcalifornia.com,+1 800 421 3614,,,,,,,,,"Clothing and Apparel, Community and Lifestyle, Consumer Goods, Design, Manufacturing, Transportation","Consumer Goods, Cosmetics, Fashion, Lifestyle, Manufacturing, Shipping, Web Design",,,,,234247,USD,234247,,,"West Hollywood, California, United States",$10M to $50M,1965-01-01,year,,https://www.linkedin.com/company/baxter-of-california/
Evrone,https://www.crunchbase.com/organization/evrone,51-100,Active,https://evrone.com/,mail@evrone.com,+49 176 24514399,,,,,,,,,"Apps, Blockchain and Cryptocurrency, Commerce and Shopping, Design, Information Technology, Mobile, Other, Sales and Marketing, Software","Blockchain, CRM, E-Commerce, Enterprise Resource Planning (ERP), Mobile Apps, Product Design, Software, Web Design",,,,,884384,USD,884384,,,"Berlin, Berlin, Germany",$10M to $50M,2008-01-01,year,,https://www.linkedin.com/company/evrone
Calibraint,https://www.crunchbase.com/organization/calibraint-technologies,101-250,Active,https://www.calibraint.com,marketing@calibraint.com,"+9144 2254 0140/ +1 (929) 214-1078 ,",,,,,,,,,"Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Design, Financial Services, Information Technology, Other, Payments, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Blockchain, CRM, Cryptocurrency, Product Design, Software, Web Apps, Web Design, Web Development",,,,,975353,USD,975353,,,"Chennai, Tamil Nadu, India",$10M to $50M,2015-01-01,day,,https://www.linkedin.com/company/calibraint
Mono Solutions,https://www.crunchbase.com/organization/mono-solutions,51-100,Active,http://www.monosolutions.com,info@monosolutions.com,,,,,,,,,,"Commerce and Shopping, Design, Information Technology, Internet Services, Software","E-Commerce, Information Technology, Internet, Product Design, Software, Web Design, Web Development",,,,,1812398,USD,1812398,,,"Copenhagen, Hovedstaden, Denmark",$10M to $50M,2007-06-01,month,,https://www.linkedin.com/company/mono-solutions
Victorian Trading Co.,https://www.crunchbase.com/organization/victorian-trading-co,51-100,Active,http://victoriantradingco.com,,844-724-2340,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design","Fashion, Retail, Web Design",,,,,,,,,,"Lenexa, Kansas, United States",$10M to $50M,1987-01-01,year,,https://www.linkedin.com/company/victorian-trading-co-
"BB Dakota, Inc.",https://www.crunchbase.com/organization/bb-dakota-inc,51-100,Active,http://bbdakota.com,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","Apparel, E-Commerce, Fashion, Lifestyle, Web Design",,,,,,,,,,"Los Angeles, California, United States",$10M to $50M,2005-01-01,day,,https://www.linkedin.com/company/bb-dakota-inc-
"Arora Engineers, Inc.",https://www.crunchbase.com/organization/arora-engineers-inc,101-250,Active,http://aroraengineers.com,info@aroraengineers.com,(215) 564-4677,,,,,,,,,"Design, Real Estate","Product Design, Real Estate, Web Design",,,,,,,,,,"Chadds Ford, Pennsylvania, United States",$10M to $50M,1986-01-01,year,,https://www.linkedin.com/company/aroraengineersinc
RED Interactive Agency,https://www.crunchbase.com/organization/red-interactive,51-100,Closed,http://ff0000.com/,,,,,,,,,,,"Administrative Services, Advertising, Design, Internet Services, Media and Entertainment, Mobile, Other, Sales and Marketing, Software","Advertising, Digital Media, Mobile, Project Management, Social Media, Web Design, Web Development",0,1,,Scientific and technological services,729065,USD,729065,,,"Santa Monica, California, United States",$10M to $50M,1999-01-01,year,,https://www.linkedin.com/company/red-interactive-agency/
Anadea,https://www.crunchbase.com/organization/anadea,51-100,Active,http://anadea.info,contact@anadea.info,,,,,,,,,,"Design, Mobile, Professional Services, Software","Consulting, Mobile, Outsourcing, Software, Web Design, Web Development",0,1,,Scientific and technological services,3288198,USD,3288198,,,"Alicante, Comunidad Valenciana, Spain",$10M to $50M,2000-01-01,year,,https://www.linkedin.com/company/anadea
"Custom Air Products & Services, Inc.",https://www.crunchbase.com/organization/custom-air-products-services-inc,101-250,Active,http://customairproducts.com,info@customairproducts.com,866-464-4274,,,,,,,,,"Design, Manufacturing, Transportation","Automotive, Manufacturing, Product Design, Web Design",,,,,878000,USD,878000,,,"Houston, Texas, United States",$10M to $50M,1996-01-01,day,,https://www.linkedin.com/company/custom-air-products-&-services-inc-
SweatWorks,https://www.crunchbase.com/organization/sweatworks,51-100,Active,http://www.sweatworks.net,hello@sweatworks.net,866-864-8930,,,,,,,,,"Advertising, Design, Health Care, Sales and Marketing, Sports","Advertising, Fitness, Health Care, Marketing, Product Design, Web Design",,,,,574887,USD,574887,,,"Washington, District of Columbia, United States",$10M to $50M,2012-04-11,day,,https://www.linkedin.com/company/sweatworks/
"Visual Graphic Systems, Inc.",https://www.crunchbase.com/organization/visual-graphic-systems-inc,101-250,Active,http://vgsonline.com,info@vgs-inc.com,800 203 0301,,,,,,,,,"Design, Hardware, Software","Product Design, Software, Telecommunications, Web Design",,,,,1792149,USD,1792149,,,"Carlstadt, New Jersey, United States",$10M to $50M,1981-01-01,day,,https://www.linkedin.com/company/visual-graphic-systems
Logical Design Solutions,https://www.crunchbase.com/organization/logical-design-solutions,101-250,Active,http://lds.com,info@lds.com,+1 973 210 6300,,,,,,,,,"Design, Professional Services","Consulting, Management Consulting, Web Design",,,,,208944,USD,208944,,,"Florham Park, New Jersey, United States",$10M to $50M,1990-01-01,year,,https://www.linkedin.com/company/logical-design-solutions
ProExhibits,https://www.crunchbase.com/organization/proexhibits,101-250,Active,http://proexhibits.com,solutions@proexhibits.com,(877) 606-6150,,,,,,,,,Design,"Product Design, Web Design",,,,,3465976,USD,3465976,,,"Fremont, California, United States",$10M to $50M,1987-01-01,year,,https://www.linkedin.com/company/proexhibits
CGI Digital,https://www.crunchbase.com/organization/cgi-digital,251-500,Active,https://cgidigital.com,info@cgicommunications.com,+1 800 398 3029,,,,,,,,,"Advertising, Design, Sales and Marketing","Advertising, Digital Marketing, Graphic Design, Web Design",1,2,,Advertising; business,7070134,USD,7070134,,,"Rochester, New York, United States",$10M to $50M,1988-01-01,year,,https://www.linkedin.com/company/cgi-digital
Godfrey Dadich Partners,https://www.crunchbase.com/organization/godfrey-dadich-partners,51-100,Active,https://www.godfreydadich.com/,inquiries@godfreydadich.com,(415) 217-2800,,,,,,,,,"Design, Media and Entertainment, Professional Services, Video","Consulting, Film, Web Design",0,1,,Advertising; business,880912,USD,880912,,,"San Francisco, California, United States",$10M to $50M,2017-01-01,day,,https://www.linkedin.com/company/godfreydadich/
Human Made,https://www.crunchbase.com/organization/human-made,51-100,Active,https://humanmade.com/,,1-920-358-0221,,,,,,,,,"Advertising, Design, Information Technology, Sales and Marketing","Advertising, Information Technology, Product Design, Web Design",,,,,50924,USD,50924,,,"Appleton, Wisconsin, United States",$10M to $50M,2015-01-01,day,,https://www.linkedin.com/company/human-made-design
Email Uplers,https://www.crunchbase.com/organization/email-monks,51-100,Active,https://email.uplers.com,contact@uplers.com,+12136746665,,,,,,,,,"Design, Information Technology, Internet Services, Messaging and Telecommunications","Email, Information Technology, Web Design",,,,,,,,,,"Ahmedabad, Gujarat, India",$10M to $50M,2013-01-01,year,,https://www.linkedin.com/company/email-uplers
Pyramidion Solutions,https://www.crunchbase.com/organization/pyramidion-solutions,51-100,Active,https://www.pyramidions.com/,kamal.p@pyramidions.com,91 95660 25629,,,,,,,,,"Blockchain and Cryptocurrency, Design, Information Technology, Software","Information Technology, Smart Contracts, Web Design, Web Development",,,,,953517,USD,953517,,,"Chennai, Tamil Nadu, India",$10M to $50M,2014-03-01,day,,https://www.linkedin.com/company/pyramidion-solutions
Advanity Technologies,https://www.crunchbase.com/organization/advanity-technologies,251-500,Active,https://www.advanitytech.com/,info@advanitytech.com,+1 469-426-6193,,,,,,,,,"Apps, Design, Information Technology, Mobile, Privacy and Security, Sales and Marketing, Software","Cyber Security, Information Services, IT Management, Marketing, Mobile, Mobile Apps, Network Security, Software, Web Apps, Web Design",,,,,1227814,USD,1227814,,,"Pittsburgh, Pennsylvania, United States",$10M to $50M,2019-06-28,day,,https://www.linkedin.com/company/Advanity
4mation Technologies,https://www.crunchbase.com/organization/4mation-technologies,51-100,Active,http://www.4mation.com.au,info@4mation.com.au,+61 2 9213 1300,,,,,,,,,"Design, Professional Services, Software","Developer Platform, Enterprise Software, Outsourcing, Software, Web Design, Web Development",,,,,,,,,,"Sydney, New South Wales, Australia",$10M to $50M,2001-09-11,day,,https://www.linkedin.com/company/4mation-technologies-pty-ltd
heaven,https://www.crunchbase.com/organization/heaven-e4a3,51-100,Active,https://heaven.paris,allezviens@heaven.fr,+33 01 75 77 63 00,,,,,,,,,"Advertising, Design, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Brand Marketing, Social Media, Web Design",,,,,,,,,,"Paris, Ile-de-France, France",$10M to $50M,2001-01-01,year,,https://www.linkedin.com/company/heaven
Empeek,https://www.crunchbase.com/organization/empeek,51-100,Active,https://empeek.com,hello@empeek.com,1-814-300-8003,,,,,,,,,"Administrative Services, Apps, Design, Health Care, Information Technology, Mobile, Other, Professional Services, Science and Engineering, Software","Enterprise Software, Health Care, IT Management, mHealth, Project Management, Quality Assurance, Software Engineering, Web Apps, Web Design, Web Development",,,,,,,,,,"Chicago, Illinois, United States",$10M to $50M,2015-01-01,year,,https://www.linkedin.com/company/empeek
Ad Leverage,https://www.crunchbase.com/organization/ad-leverage,51-100,Active,https://adleverage.com/,info@adleverage.com,+1-805.230.9100,,,,,,,,,"Advertising, Design, Internet Services, Media and Entertainment, Sales and Marketing, Video","Advertising, Broadcasting, Digital Marketing, Digital Media, Marketing, SEO, Web Design",,,,,297367,USD,297367,,,"Thousand Oaks, California, United States",$10M to $50M,,,,https://www.linkedin.com/company/ad-leverage/
MUJI U.S.A. Limited,https://www.crunchbase.com/organization/muji-u-s-a-limited,1001-5000,Active,http://muji.us,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Food and Beverage","Apparel, Consumer Goods, Fashion, Food and Beverage, Retail, Web Design",,,,,,,,,,"New York, New York, United States",$10M to $50M,2006-01-01,day,,https://www.linkedin.com/company/muji-u.s.a.-limited
Panda,https://www.crunchbase.com/organization/panda,51-100,Active,http://usepanda.com/,hello@usepanda.com,,,,,,,,,,"Design, Internet Services, Software","Developer Platform, Web Browsers, Web Design",,,,,,,,,,"Istanbul, Istanbul, Turkey",$10M to $50M,2014-01-01,year,,https://www.linkedin.com/company/usepanda
Bang In The Middle,https://www.crunchbase.com/organization/bang-in-the-middle,51-100,Active,http://banginthemiddle.com,contact@banginthemiddle.com,+91 0124 4215067,,,,,,,,,"Advertising, Content and Publishing, Design, Media and Entertainment, Sales and Marketing, Software, Video","Advertising, Brand Marketing, Film, Printing, Web Design, Web Development",,,,,,,,,,"Haryana, Haryana, India",$10M to $50M,2012-01-01,year,,https://www.linkedin.com/company/bang-in-the-middle
2Base Technologies Pvt Ltd,https://www.crunchbase.com/organization/2base-technologies,51-100,Active,http://www.2basetechnologies.com,info@2basetechnologies.com,91-484-405-3158,,,,,,,,,"Apps, Blockchain and Cryptocurrency, Data and Analytics, Design, Information Technology, Mobile, Other, Software, Transportation","Big Data, Blockchain, Enterprise Resource Planning (ERP), Information Technology, Mobile Apps, Ride Sharing, Software, Web Design, Web Development",,,,,1150887,USD,1150887,,,"Kochi, Kerala, India",$10M to $50M,2010-01-25,day,,http://www.linkedin.com/company/2base-technologies
Image One Industries,https://www.crunchbase.com/organization/imageone-inc,51-100,Active,http://www.i1ind.com,info@i1ind.com,(215) 826-0514,,,,,,,,,"Commerce and Shopping, Design, Internet Services","E-Commerce, Internet, Web Design",,,,,5870097,USD,5870097,,,"Bensalem, Pennsylvania, United States",$10M to $50M,2007-01-01,year,,https://www.linkedin.com/company/imageone-industries-inc-/
LaSoft,https://www.crunchbase.com/organization/lasoft,101-250,Active,https://lasoft.org,info@lasoft.org,+1 202 600 8815,,,,,,,,,"Commerce and Shopping, Design, Information Technology, Mobile, Professional Services, Software","Consulting, E-Commerce, Information Technology, Mobile, Software, Web Design, Web Development",,,,,1075891,USD,1075891,,,"Lodz, Lodzkie, Poland",$10M to $50M,2014-06-13,day,,https://www.linkedin.com/company/la'soft-
Vanteon Corp,https://www.crunchbase.com/organization/vanteon,51-100,Active,http://www.vanteon.com/,info@vanteon.com,5852482741,,,,,,,,,"Consumer Electronics, Design, Hardware, Information Technology, Professional Services, Science and Engineering, Software","Computer, Consulting, Information Technology, Legal, Product Design, Robotics, Web Design",0,1,,Scientific and technological services,1996338,USD,1996338,,,"Fairport, New York, United States",$10M to $50M,1985-01-01,year,,http://www.linkedin.com/company/vanteon-corporation
Convert Digital,https://www.crunchbase.com/organization/convert-digital,51-100,Active,https://www.convertdigital.com.au/,hello@convertdigital.com.au,61 3 9070 3464,,,,,,,,,"Advertising, Commerce and Shopping, Design, Internet Services, Sales and Marketing, Software","Advertising, E-Commerce, Email Marketing, Internet, UX Design, Web Design, Web Development",,,,,,,,,,"Melbourne, Victoria, Australia",$10M to $50M,2014-01-01,year,,https://www.linkedin.com/company/convert-digital-pty-ltd/
First Information Technology Services,https://www.crunchbase.com/organization/first-information-technology-services,51-100,Active,https://www.firstinfotech.com/,ktpaige@firstinfotech.com,703-872-0507,,,,,,,,,"Design, Information Technology, Internet Services, Privacy and Security, Professional Services, Software","Cloud Computing, Consulting, Information Services, Information Technology, Security, Web Design",,,,,754373,USD,754373,,,"Arlington, Virginia, United States",$10M to $50M,2000-01-01,day,,https://www.linkedin.com/company/first-information-technology-services-inc/
BRR Architecture,https://www.crunchbase.com/organization/brr-architecture,251-500,Active,http://brrarch.com,,,,,,,,,,,"Design, Professional Services, Real Estate, Travel and Tourism","Consulting, Hospitality, Product Design, Real Estate, Web Design",,,,,2022309,USD,2022309,,,"Overland Park, Kansas, United States",$10M to $50M,1963-01-01,year,,https://www.linkedin.com/company/brr-architecture
Applover,https://www.crunchbase.com/organization/applover,101-250,Active,https://applover.com,inquiries@applover.com,+48 722 226 022,,,,,,,,,"Apps, Blockchain and Cryptocurrency, Design, Internet Services, Mobile, Other, Software","Apps, Blockchain, Internet, Mobile Apps, Product Design, Software, Web Apps, Web Design, Web Development",,,,,146349,USD,146349,,,"Poland, Indiana, United States",$10M to $50M,2015-01-01,year,,https://www.linkedin.com/company/applover-software-house/
Shirtinator,https://www.crunchbase.com/organization/shirtinator,51-100,Active,http://www.shirtinator.de,service@shirtinator.com,+49 89 52 033 633,,,,,,,,,"Advertising, Clothing and Apparel, Commerce and Shopping, Design, Internet Services, Sales and Marketing","Advertising, Apparel, E-Commerce, Fashion, Internet, Marketing, Web Design",0,2,,Scientific and electric apparatus and instruments,331430,USD,331430,,,"München, Bayern, Germany",$10M to $50M,2005-01-01,year,Mountain Partners,https://www.linkedin.com/company/982520
Anubavam,https://www.crunchbase.com/organization/anubavam,51-100,Active,http://www.anubavam.com,info@anubavam.com,(800) 414-4171,,,,,,,,,"Design, Information Technology, Internet Services, Other, Professional Services, Sales and Marketing, Software","CRM, Enterprise Software, Outsourcing, Semantic Search, SEO, Small and Medium Businesses, Software, Web Design, Web Development",,,,,540105,USD,540105,,,"San Antonio, Texas, United States",$10M to $50M,2006-02-10,day,,http://www.linkedin.com/company/anubavam-llc
Remote Tiger,https://www.crunchbase.com/organization/remote-tiger,51-100,Active,http://www.remotetiger.com,info@remotetiger.com,866-520-7870,,,,,,,,,"Design, Mobile, Professional Services, Software","Mobile, Outsourcing, Software, Web Design, Web Development",,,,,149357,USD,149357,,,"Greenbelt, Maryland, United States",$10M to $50M,2007-01-01,year,,https://www.linkedin.com/company/remote-tiger-inc.
Jadu,https://www.crunchbase.com/organization/jadu,51-100,Active,http://www.jadu.net/,info@jadu.net,+44 116 222 7242,,,,,,,,,"Design, Information Technology, Software","Information Technology, Software, Web Design, Web Development",0,1,,Scientific and electric apparatus and instruments,1296639,USD,1296639,,,"Leicester, Leicester, United Kingdom",$10M to $50M,2001-01-01,year,,http://www.linkedin.com/company/jadu
Iflexion,https://www.crunchbase.com/organization/iflexion,251-500,Active,https://www.iflexion.com/,contact@iflexion.com,(512)501-3621,,,,,,,,,"Apps, Design, Information Technology, Internet Services, Mobile, Platforms, Software","Android, Enterprise Software, Information Technology, Internet, Mobile, Mobile Apps, Web Design, Web Development",,,,,3258147,USD,3258147,,,"Austin, Texas, United States",$10M to $50M,1999-01-01,year,,https://www.linkedin.com/company/216808?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A216808%2Cidx%3A1-1-1%2CtarId%3A1445432347315%2Ctas%3Aiflexion
MCB,https://www.crunchbase.com/organization/mcb,51-100,Active,http://www.mcb.dk,janus@mcb.dk,+45 96 10 28 24,,,,,,,,,"Commerce and Shopping, Design, Internet Services, Sales and Marketing","E-Commerce, SEO, Web Design",,,,,350115,USD,350115,,,"Holstebro, Midtjylland, Denmark",$10M to $50M,1999-01-01,year,,http://www.linkedin.com/company/mcb-a-s
iFlair Web Technologies Pvt. Ltd.,https://www.crunchbase.com/organization/iflair-web-technologies,251-500,Active,https://www.iflair.com/,info@iflair.com,+91-9558803176,,,,,,,,,"Apps, Commerce and Shopping, Design, Information Technology, Mobile, Sales and Marketing, Software","Apps, Digital Marketing, E-Commerce, Information Technology, Mobile Apps, Software, Web Apps, Web Design, Web Development",,,,,1883965,USD,1883965,,,"Ahmedabad, Gujarat, India",$10M to $50M,2004-12-22,day,,https://www.linkedin.com/company/iflair-web-technologies-pvt.-ltd.
Acodez,https://www.crunchbase.com/organization/acodez-it-solutions,101-250,Active,http://acodez.in,info@acodez.in,+91 95446 68844,,,,,,,,,"Design, Information Technology, Sales and Marketing, Software","Digital Marketing, Information Technology, UX Design, Web Design, Web Development",,,,,,,,,,"Calicut, Kerala, India",$10M to $50M,2011-01-01,year,,http://www.linkedin.com/company/acodez-it-solutions
Cosentini Associates,https://www.crunchbase.com/organization/cosentini-associates,251-500,Active,http://cosentini.com,,617.748.7800,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Real Estate","Electronics, Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing, Web Design",,,,,4410038,USD,4410038,,,"New York, New York, United States",$10M to $50M,1952-01-01,year,,https://www.linkedin.com/company/31319
Tink,https://www.crunchbase.com/organization/tink-6e13,101-250,Active,https://www.tink.ca/en,,514.866.0995,,,,,,,,,"Design, Information Technology","Information Technology, Web Design",,,,,3076672,USD,3076672,,,"Montreal, Quebec, Canada",$10M to $50M,1995-01-01,day,,https://www.linkedin.com/company/tink/
R/West,https://www.crunchbase.com/organization/r-west,51-100,Active,http://r-west.com,jobs@r-west.com,503.223.5443,,,,,,,,,"Advertising, Design, Sales and Marketing","Advertising, Web Design",,,,,,,,,,"Portland, Oregon, United States",$10M to $50M,1997-01-01,year,,https://www.linkedin.com/company/rwest
Game of bricks,https://www.crunchbase.com/organization/orm,51-100,Active,https://gameofbricks.eu,hello@ormlondon.com,+44 20 7939 9540,,,,,,,,,"Design, Sales and Marketing","Marketing, Web Design",,,,,,,,,,"London, England, United Kingdom",$10M to $50M,1999-01-01,year,,
WoodBows,https://www.crunchbase.com/organization/woodbows,51-100,Active,https://www.woodbows.com,support@woodbows.com,1 269 244 3301,,,,,,,,,"Advertising, Apps, Design, Mobile, Sales and Marketing, Software","Advertising, Digital Marketing, Graphic Design, Mobile Apps, Software, Web Design",,,,,,,,,,"Miami, Florida, United States",$10M to $50M,2015-01-01,year,,https://www.linkedin.com/company/woodbows
Arquitectonica,https://www.crunchbase.com/organization/arquitectonica,501-1000,Active,http://arquitectonica.com,info@arquitectonicaproducts.com,(213) 895-7800,1,1,,,,,,,Design,"Product Design, Web Design",0,1,,Scientific and technological services,12519334,USD,12519334,,,"Miami, Florida, United States",$10M to $50M,1977-01-01,year,,https://www.linkedin.com/company/arquitectonica
FX Design Group,https://www.crunchbase.com/organization/fx-design-group,101-250,Active,http://fxgroup.tv,,407-877-9600,,,,,,,,,"Clothing and Apparel, Design","Fashion, Product Design, Web Design",,,,,290808,USD,290808,,,"Orlando, Florida, United States",$10M to $50M,1986-01-01,year,,https://www.linkedin.com/company/fx-design-group
Harrison Design,https://www.crunchbase.com/organization/harrison-design,51-100,Active,http://harrisondesign.com,contact@harrisondesign.com,404-365-7760,,,,,,,,,"Community and Lifestyle, Design, Professional Services, Real Estate","Architecture, Consulting, Interior Design, Leisure, Lifestyle, Product Design, Real Estate, Web Design",,,,,1510906,USD,1510906,,,"Atlanta, Georgia, United States",$10M to $50M,1991-01-01,day,,https://www.linkedin.com/company/harrison_design/
Three Dots LLC,https://www.crunchbase.com/organization/three-dots-llc,51-100,Active,http://threedots.com,customerservice@threedots.com,206 644 6295,,,,,,,,,"Clothing and Apparel, Community and Lifestyle, Design","Apparel, Fashion, Lifestyle, Web Design",,,,,,,,,,"Los Angeles, California, United States",$10M to $50M,1995-01-01,year,,https://www.linkedin.com/company/three-dots-llc
