Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
Admiral,https://www.crunchbase.com/organization/admiral-2,11-50,Active,https://getadmiral.com/,info@getadmiral.com,844-442-3675,,,,,,,,,"Content and Publishing, Information Technology, Media and Entertainment, Other, Sales and Marketing, Software","CRM, Marketing Automation, Publishing, SaaS, Subscription Service",0,8,,Scientific and technological services,,,,,,"Gainesville, Florida, United States",$1M to $10M,2015-01-01,year,"Mosley Ventures, Florida Opportunity Fund, New World Angels, Bigfoot Capital, Florida Institute for the Commercialization of Florida Technology",https://www.linkedin.com/company/getadmiral
Luna.ai,https://www.crunchbase.com/organization/luna-3,11-50,Active,http://luna.ai,marcos@luna.ai,+86.17702352824,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Information Technology, Internet Services, Other, Platforms, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Facebook, Information Services, Internet, Marketing, Marketing Automation, Personalization, Sales Automation, Software",,,,,223041,USD,223041,,,"Porto, Lisboa, Portugal",$1M to $10M,2015-01-08,day,"Notion Capital, Curiosity VC, Pitchdrive, CapitalT",https://www.linkedin.com/company/getluna-ai/
Jetlore,https://www.crunchbase.com/organization/jetlore,11-50,Closed,http://www.jetlore.com,support@jetlore.com,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, E-Commerce, Enterprise Software, Machine Learning, Marketing Automation",,,,,,,,,,"San Mateo, California, United States",$1M to $10M,2011-01-01,year,"Sierra Ventures, Pegasus Tech Ventures, Ulu Ventures, StartX (Stanford-StartX Fund), JME Ventures",https://www.linkedin.com/company/2853636
Rollick,https://www.crunchbase.com/organization/rollick-f011,11-50,Active,https://rollick.io,support@rollick.io,+1 888 204 8209,,,,,,,,,"Apps, Mobile, Sales and Marketing, Software","Marketing, Marketing Automation, Mobile Apps",,,,,1466772,USD,1466772,,,"Austin, Texas, United States",$1M to $10M,2016-01-01,year,"Autotech Ventures, Alumni Ventures, Capital Factory, TechNexus Venture Collaborative, Silverton Partners",https://www.linkedin.com/company/rollickinc/
trumpet,https://www.crunchbase.com/organization/trumpet-363c,11-50,Active,https://www.sendtrumpet.com,rory@sendtrumpet.com,,,,,,,,,,"Information Technology, Other, Sales and Marketing, Software","B2B, Direct Sales, Information Technology, Marketing, Marketing Automation, SaaS, Sales, Sales Automation, Software",,,,,35182,USD,35182,,,"London, England, United Kingdom",$1M to $10M,2021-12-06,day,"Alex Macdonald, Triple Point Ventures, Haatch, Lightbird, Anamcara Capital",https://www.linkedin.com/company/sendtrumpet
Bridg,https://www.crunchbase.com/organization/bridg,11-50,Active,http://www.bridg.com,hello@bridg.com,(855)455-5522,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Software","Advertising Platforms, Analytics, Business Intelligence, Digital Marketing, Enterprise Software, Marketing Automation, Predictive Analytics",,,,,,,,,,"Los Angeles, California, United States",$1M to $10M,2012-01-01,year,"Visa, Mucker Capital, March Capital, TenOneTen Ventures, Reimagined Ventures",https://www.linkedin.com/company/bridgplatform
Bryj,https://www.crunchbase.com/organization/bryj,51-100,Active,https://www.bryj.ai,hello@bryj.ai,650-402-1552,,,,,,,,,"Apps, Information Technology, Mobile, Sales and Marketing, Software","Digital Marketing, Enterprise Software, Information Technology, Marketing Automation, Mobile Apps",0,1,,Scientific and technological services,666259,USD,666259,,,"Los Altos, California, United States",$1M to $10M,2013-01-01,year,"Cathay Innovation, Zetta Venture Partners, Orange Ventures, Aspect Ventures, Salesforce Ventures",https://www.linkedin.com/company/3538884/
Springbot,https://www.crunchbase.com/organization/springbot,101-250,Active,http://www.springbot.com/,help@springbot.com,404-487-0041,,,,,,,,,"Advertising, Commerce and Shopping, Data and Analytics, Sales and Marketing, Software","Ad Retargeting, Analytics, Big Data, E-Commerce, Email Marketing, Marketing Automation, SaaS, Social Media Marketing",0,3,,Scientific and technological services,,,,,,"Atlanta, Georgia, United States",$1M to $10M,2012-01-01,year,"TTV Capital, Silicon Valley Bank, Harbert Growth Partners, TechSquare Labs, TechOperators",http://www.linkedin.com/company/springbot
Treedom,https://www.crunchbase.com/organization/treedom,101-250,Active,http://www.treedom.net,f.garcea@treedom.net,+39 055 0503228,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Gaming, Hardware, Internet Services, Natural Resources, Other, Professional Services, Sales and Marketing, Social Impact, Software, Sustainability","Communications Infrastructure, E-Commerce Platforms, Environmental Consulting, Gamification, Marketing Automation, Natural Resources, Social Entrepreneurship, Social Impact",0,3,,"Paper, cardboard and goods made from these materials",,,,,,"Florence, Toscana, Italy",$1M to $10M,2010-10-01,day,"EXOR N.V., OurCrowd, Bill & Melinda Gates Foundation, Rockefeller Foundation, Rancilio Cube Sicaf",https://www.linkedin.com/company/treedom/
Exponea (acquired by Bloomreach),https://www.crunchbase.com/organization/exponea,101-250,Active,http://www.exponea.com,info@exponea.com,+1 (844) 394-4273,,,,,,,,,"Commerce and Shopping, Data and Analytics, Information Technology, Sales and Marketing, Software","Analytics, Big Data, E-Commerce, Email Marketing, Information Technology, Marketing Automation, SaaS",,,,,,,,,,"New York, New York, United States",$1M to $10M,2015-10-10,day,"LRJ Capital, GROWWS",https://www.linkedin.com/company/10429842
Duel,https://www.crunchbase.com/organization/daredevil-project,11-50,Active,https://duel.tech,paul@duel.tech,,,,,,,,,,"Advertising, Commerce and Shopping, Hardware, Internet Services, Media and Entertainment, Sales and Marketing, Software","Advertising, Brand Marketing, Consumer Reviews, Content, Content Marketing, E-Commerce Platforms, Marketing Automation, Personalization, Retail Technology",0,1,,Scientific and electric apparatus and instruments,427020,USD,427020,,,"London, England, United Kingdom",$1M to $10M,2015-12-05,day,"Publicis Groupe, Parkwalk Advisors, Downing Ventures, Adelpha, Creative England",https://www.linkedin.com/company/dueltech/
Swell,https://www.crunchbase.com/organization/swell-cx,51-100,Active,https://www.swellcx.com/,info@swellcx.com,844.560.2626,,,,,,,,,"Information Technology, Internet Services, Sales and Marketing, Software","Information Technology, Internet, Marketing Automation, SaaS, Software",,,,,,,,,,"Salt Lake City, Utah, United States",$1M to $10M,2016-10-01,day,"Cultivation Capital, Teamworthy Ventures, 2.0 Ventures",https://www.linkedin.com/company/swell-cx/
Adapty,https://www.crunchbase.com/organization/adapty-6702,11-50,Active,https://adapty.io,support@adapty.io,+14158003343,,,,,,,,,"Data and Analytics, Other, Sales and Marketing, Software","Analytics, Marketing Automation, Software, Subscription Service",,,,,,,,,,"New York, New York, United States",$1M to $10M,2019-09-01,day,"500 Global, Flyer One Ventures, Surface Ventures, irrvntVC, AdFirst.vc",https://www.linkedin.com/company/adaptyio
Wishpond,https://www.crunchbase.com/organization/wishpond,251-500,Active,https://www.wishpond.com,info@wishpond.com,800-921-0167,,,,,,,,,"Advertising, Sales and Marketing, Software","Advertising, Lead Generation, Marketing Automation, SaaS, Social Media Advertising, Social Media Marketing, Software",0,2,,Advertising; business,953903,USD,953903,,,"Vancouver, British Columbia, Canada",$1M to $10M,2009-10-01,day,National Bank of Canada,http://www.linkedin.com/company/wishpond
Evocalize,https://www.crunchbase.com/organization/evocalize,11-50,Active,http://evocalize.com,support@evocalize.com,1-800-935-6891,,,,,,,,,"Advertising, Other, Sales and Marketing, Software","Advertising, Collaboration, Digital Marketing, Marketing, Marketing Automation, Software",,,,,195055,USD,195055,,,"Seattle, Washington, United States",$1M to $10M,2012-01-01,year,"Madrona, Second Century Ventures, Move, Habanero Ventures",http://www.linkedin.com/company/evocalize
FirmPilot,https://www.crunchbase.com/organization/firmpilot,1-10,Active,https://firmpilot.com/,,301-520-9696,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Professional Services, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Legal, Legal Tech, Marketing Automation, SEO",,,,,,,,,,"Miami, Florida, United States",$1M to $10M,2023-01-01,year,"SaaS Ventures, Valor Ventures, FJ Labs, Early Light Ventures, Integral Venture Partners",https://www.linkedin.com/company/firmpilot/
SetSchedule,https://www.crunchbase.com/organization/setschedule,101-250,Active,http://www.SetSchedule.com/,info@setschedule.com,(888)222-0011,,,,,,,,,"Apps, Data and Analytics, Information Technology, Internet Services, Mobile, Real Estate, Sales and Marketing, Software","Big Data, Business Information Systems, Internet, Marketing Automation, Mobile Apps, Real Estate, SaaS, Virtual Assistant",0,1,,Scientific and electric apparatus and instruments,886265,USD,886265,,,"Irvine, California, United States",$1M to $10M,2014-01-01,year,"Lighter Capital, Clearco",https://www.linkedin.com/company/setschedule
Creator.co,https://www.crunchbase.com/organization/shop-and-shout,11-50,Active,https://www.creator.co,vinod@creator.co,1 604-376-6227,,,,,,,,,"Information Technology, Media and Entertainment, Sales and Marketing, Software","Content Creators, Digital Marketing, Marketing Automation, Social CRM, Social Media Marketing",0,0,,Advertising; business,301302,USD,301302,,,"Vancouver, British Columbia, Canada",$1M to $10M,2018-05-30,day,,https://www.linkedin.com/company/creator-co
Overproof.com,https://www.crunchbase.com/organization/lymion-group-inc,11-50,Active,http://www.overproof.com,hello@overproof.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Sales and Marketing, Software","Information Technology, Machine Learning, Marketing Automation, PaaS, SaaS, Wine And Spirits",0,3,,Scientific and technological services,,,,,,"Miami, Florida, United States",$1M to $10M,2018-01-01,year,"L Catterton, Raptor Capital, Patrick Stal, Marc de Kuyper",https://www.linkedin.com/company/overprooftech
MarketMuse,https://www.crunchbase.com/organization/marketmuse,11-50,Active,https://www.marketmuse.com,info@marketmuse.com,(800) 565-8841,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Content, Content Marketing, Machine Learning, Marketing Automation, SaaS",3,2,,Scientific and technological services,325200,USD,325200,,,"Boston, Massachusetts, United States",$1M to $10M,2015-01-01,year,"Creative Destruction Lab (CDL), Riverside Company, Colle Capital Partners, Spider Capital, Silicon Valley Bank",https://www.linkedin.com/company/marketmuse/
Authena,https://www.crunchbase.com/organization/authena,11-50,Active,https://authena.io,contact@authena.io,+41445624374,,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Sales and Marketing, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Blockchain, Information Technology, Internet of Things, Marketing Automation, Supply Chain Management",9,9,Computing; Calculating,Scientific and electric apparatus and instruments,280148,USD,280148,,,"Zug, Zug, Switzerland",$1M to $10M,2018-01-11,day,"SICTIC, MassChallenge Switzerland, Ecliptic Capital, MassChallenge, Bhavik Bajaj",https://www.linkedin.com/company/authena
Xtremepush,https://www.crunchbase.com/organization/xtremepush,51-100,Active,http://xtremepush.com,info@xtremepush.com,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Mobile, Sales and Marketing, Software","Analytics, App Marketing, E-Commerce, Marketing Automation, Mobile, Software",,,,,2714634,USD,2714634,,,"Dublin, Dublin, Ireland",$1M to $10M,2014-01-01,year,"Enterprise Ireland, Grafton Capital",http://www.linkedin.com/company/xtremepush
Talkable,https://www.crunchbase.com/organization/talkable,51-100,Active,https://www.talkable.com,sales@talkable.com,855-287-3248,,,,,,,,,"Commerce and Shopping, Internet Services, Media and Entertainment, Sales and Marketing, Software","E-Commerce, Email Marketing, Loyalty Programs, Marketing Automation, Social Media",,,,,3751958,USD,3751958,,,"San Francisco, California, United States",$1M to $10M,2010-08-15,day,"500 Global, Y Combinator, DNX Ventures, GoAhead Ventures, Dharmesh Shah",https://www.linkedin.com/company/talkable/
Kahuna,https://www.crunchbase.com/organization/kahuna,51-100,Closed,http://www.kahuna.com,hello@kahuna.com,+1-844-465-2486,,,,,,,,,"Commerce and Shopping, Data and Analytics, Mobile, Sales and Marketing, Software","Analytics, Classifieds, E-Commerce, Marketing Automation, Marketplace, Mobile, Software",,,,,73091,USD,73091,,,"Redwood City, California, United States",$1M to $10M,2011-01-01,year,"Gainsight, Sequoia Capital, Costanoa Ventures, Industry Ventures, Promus Ventures",http://www.linkedin.com/company/kahuna-inc
upflowy,https://www.crunchbase.com/organization/upflowy,11-50,Active,https://www.upflowy.com,founders@upflowy.com,,,,,,,,,,"Internet Services, Sales and Marketing, Software","Internet, Marketing Automation, SaaS, Software",,,,,,,,,,"Sydney, New South Wales, Australia",$1M to $10M,2020-06-01,month,"Antler, Tidal Ventures, Global Founders Capital, Counterpart Ventures, Accel Atoms",https://www.linkedin.com/company/upflowy/about
The Ticket Fairy,https://www.crunchbase.com/organization/the-ticket-fairy,51-100,Active,https://www.ticketfairy.com,info@theticketfairy.com,,,,,,,,,,"Events, Media and Entertainment, Sales and Marketing, Software","Event Management, Events, Marketing, Marketing Automation, Ticketing",4,0,Computing; Calculating,,315422,USD,315422,,,"San Francisco, California, United States",$1M to $10M,2011-01-01,year,"500 Global, Wefunder, Y Combinator, Kevin Lin, Justin Kan",http://www.linkedin.com/company/2544237
ROKT,https://www.crunchbase.com/organization/rokt,251-500,Active,http://www.rokt.com,info@rokt.com,+1-646-693-7411,,,,,,,,,"Commerce and Shopping, Data and Analytics, Information Technology, Other, Sales and Marketing, Software","B2B, Big Data, Data Integration, E-Commerce, Marketing, Marketing Automation",,,,,6522544,USD,6522544,,,"New York, New York, United States",$1M to $10M,2012-01-01,year,"Wellington Management, Pavilion Capital, Whale Rock Capital Management, Tiger Global Management, Time Inc.",https://www.linkedin.com/company/rokt
Upsales,https://www.crunchbase.com/organization/upsales,51-100,Active,http://www.upsales.com,info@upsales.com,+46-8-50580600,,,,,,,,,"Information Technology, Other, Sales and Marketing, Software","B2B, CRM, Digital Marketing, Marketing Automation, SaaS, Software",0,2,,Scientific and electric apparatus and instruments,536460,USD,536460,,,"Stockholm, Stockholms Lan, Sweden",$1M to $10M,2003-01-01,year,,http://www.linkedin.com/company/209870
Marsello,https://www.crunchbase.com/organization/collect,11-50,Active,https://www.marsello.com/,hello@marsello.com,+1 510 561 7970,,,,,,,,,"Commerce and Shopping, Sales and Marketing, Software, Travel and Tourism","E-Commerce, Hospitality, Marketing Automation, Retail, SaaS",0,3,,Advertising; business,,,,,,"Wellington, Wellington, New Zealand",$1M to $10M,2014-01-01,year,"Partners for Growth, Trestle Partners",
RevLifter,https://www.crunchbase.com/organization/revlifter,11-50,Active,https://www.revlifter.com,hello@revlifter.com,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Sales and Marketing, Science and Engineering, Software","Affiliate Marketing, Artificial Intelligence (AI), Enterprise Software, Machine Learning, Marketing Automation, Personalization, Retail Technology",1,12,,Advertising; business,1054990,USD,1054990,,,"London, England, United Kingdom",$1M to $10M,2017-06-16,day,"Maven Capital Partners, Gresham House Ventures, Coutts, North East Development Capital Fund",https://linkedin.com/company/revlifter
Audience Town,https://www.crunchbase.com/organization/audience-town,11-50,Active,http://www.audiencetown.com,ed@audiencetown.com,,,,,,,,,,"Other, Real Estate, Sales and Marketing, Software","B2B, Enterprise Software, Marketing, Marketing Automation, Real Estate",,,,,96910,USD,96910,,,"New York, New York, United States",$1M to $10M,2018-12-01,month,"AperiamVentures, Wasatch Ventures, Wasatch Equity Partners",https://www.linkedin.com/company/audience-town/
Termii,https://www.crunchbase.com/organization/termii-networks,11-50,Active,https://termii.com,tech@termii.com,+2348109477743,,,,,,,,,"Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Software","Digital Marketing, Digital Media, Email Marketing, Marketing Automation, Messaging, SMS",,,,,,,,,,"New Lagos, Lagos, Nigeria",$1M to $10M,2014-04-18,day,"Y Combinator, Launch Africa, Ventures Platform, Nama Ventures, RaliCap",https://www.linkedin.com/company/termii-networks/
Micronotes,https://www.crunchbase.com/organization/micronotes,11-50,Active,http://www.micronotes.com,info@micronotes.com,617-401-2175,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Marketing Automation, SaaS",2,2,Computing; Calculating,Advertising; business,,,,,,"Boston, Massachusetts, United States",$1M to $10M,2008-01-01,year,"TTV Capital, Vestigo Ventures, Experian Ventures, BankTech Ventures, Harbor Light Capital Partners",https://www.linkedin.com/company/micronotes-inc
Signum.ai,https://www.crunchbase.com/organization/signum,11-50,Active,https://signum.ai,hi@signum.ai,+1-347-647-6816,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Other, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Financial Services, FinTech, Marketing Automation, SaaS, Sales Automation",0,1,,Advertising; business,,,,,,"New York, New York, United States",$1M to $10M,2019-01-01,year,"Starta VC, Angelsdeck Global Ventures, RTP Global",https://www.linkedin.com/company/signum-ai
DataHawk Technologies,https://www.crunchbase.com/organization/datahawk-technologies,11-50,Active,https://datahawk.co,contact@datahawk.co,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Other, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), B2B, E-Commerce, Marketing, Marketing Automation, SaaS, SEM, SEO, Software",0,2,,Scientific and electric apparatus and instruments,,,,,,"Paris, Ile-de-France, France",$1M to $10M,2017-01-01,year,"Frenchfounders, Hi Inov - Dentressangle, Axeleo Capital, Spring Invest, Bleu Capital",https://www.linkedin.com/company/datahawk-technologies/
Albato,https://www.crunchbase.com/organization/albato,51-100,Active,https://www.albato.com,info@albato.com,,,,,,,,,,"Commerce and Shopping, Data and Analytics, Information Technology, Sales and Marketing, Software","Data Integration, Developer APIs, E-Commerce, Marketing Automation, PaaS, SaaS, Sales Automation, Software",,,,,412122,USD,412122,,,"Setúbal, Setubal, Portugal",$1M to $10M,2019-01-01,year,,https://www.linkedin.com/company/albato/
Vouch,https://www.crunchbase.com/organization/vouch-7ac1,11-50,Active,https://vouchfor.com/,hello@vouchfor.com,,,,,,,,,,"Administrative Services, Content and Publishing, Media and Entertainment, Sales and Marketing, Software, Video","Human Resources, Marketing Automation, SaaS, Software, Video, Video Editing",,,,,,,,,,"Darlinghurst, New South Wales, Australia",$1M to $10M,2020-01-01,year,"Stage 2 Capital, OIF Ventures, Archangel Ventures, Allison Pickens, Oji Udezue",https://www.linkedin.com/company/vouch-hq
Exceed.ai,https://www.crunchbase.com/organization/exceed-2,11-50,Active,https://www.exceed.ai,contact@exceed.ai,(844) 387 -3357,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Marketing Automation, Sales Automation, Virtual Assistant",,,,,,,,,,"Sunnyvale, California, United States",$1M to $10M,2016-10-01,day,"Glilot Capital Partners, Microsoft ScaleUp Tel Aviv, Alex Pinchev, West Fountain Global Fund, Gur Shomron",https://www.linkedin.com/company/exceedai
Letterdrop,https://www.crunchbase.com/organization/letterdrop,11-50,Active,https://letterdrop.com,support@letterdrop.com,,,,,,,,,,"Information Technology, Internet Services, Sales and Marketing, Software","Content Marketing, Email Marketing, Marketing Automation, Sales Automation, SEO, Software",,,,,,,,,,"San Francisco, California, United States",$1M to $10M,2020-01-01,year,Y Combinator,https://www.linkedin.com/company/letterdrop
Kronologic,https://www.crunchbase.com/organization/kronologic,51-100,Active,https://www.kronologic.ai,support@kronoloigc.ai,,,,,,,,,,"Information Technology, Other, Sales and Marketing, Software","B2B, Enterprise Software, Marketing Automation, Sales Automation, Scheduling",1,1,Computing; Calculating,Scientific and electric apparatus and instruments,648358,USD,648358,,,"Austin, Texas, United States",$1M to $10M,2018-01-01,year,"Silverton Partners, Next Coast Ventures, Signal Peak Ventures, Geekdom Fund, Andrew Busey",https://www.linkedin.com/company/kronologic
Pathmatics,https://www.crunchbase.com/organization/pathmatics,51-100,Active,http://www.pathmatics.com,sales@pathmatics.com,425-941-0806,,,,,,,,,"Advertising, Data and Analytics, Sales and Marketing, Software","Advertising, Advertising Platforms, Analytics, Marketing Automation, Native Advertising",11,2,Computing; Calculating,Scientific and technological services,857687,USD,857687,,,"Santa Monica, California, United States",$1M to $10M,2010-11-01,day,"Bonfire Ventures, BDMI, Mintel, Upfront Ventures, Daher Capital",https://www.linkedin.com/company/pathmatics-inc
Endear,https://www.crunchbase.com/organization/endear,11-50,Active,https://www.endearhq.com/,support@endearhq.com,,,,,,,,,,"Commerce and Shopping, Hardware, Sales and Marketing, Software","Digital Marketing, Marketing, Marketing Automation, Retail Technology",0,1,,Scientific and technological services,454383,USD,454383,,,"New York, New York, United States",$1M to $10M,2019-01-01,year,"XRC Ventures, Habitat Partners, RevTech Ventures",https://www.linkedin.com/company/endearhq/
Linkfire,https://www.crunchbase.com/organization/linkfire,51-100,Active,https://www.linkfire.com,help@linkfire.com,,,,,,,,,,"Media and Entertainment, Music and Audio, Sales and Marketing, Software","Marketing Automation, Music",,,,,797385,USD,797385,,,"Copenhagen, Hovedstaden, Denmark",$1M to $10M,2014-01-01,year,"Vaekstfonden, Northcap, CEC Partners Holdings, KRC",https://www.linkedin.com/company/linkfire
CleverCards,https://www.crunchbase.com/organization/cleverbug,11-50,Active,https://clevercards.com/,hello@clevercards.com,,,,,,,,,,"Apps, Financial Services, Mobile, Payments, Sales and Marketing, Software","Apps, Marketing Automation, Mobile Apps, Mobile Payments, Payments, Software",0,1,,Scientific and electric apparatus and instruments,,,,,,"Dublin, Dublin, Ireland",$1M to $10M,2011-11-01,day,"Enterprise Ireland, Delta Partners, Gareth Lambe, Donal Daly, Pat Gunne",http://www.linkedin.com/company/clevercards
Cass AI,https://www.crunchbase.com/organization/cass-ai,11-50,Active,https://cass.ai,info@cass.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Health Care, Marketing Automation, Natural Language Processing",,,,,211472,USD,211472,,,"San Francisco, California, United States",$1M to $10M,2014-01-01,year,PivotNorth Capital,https://www.linkedin.com/company/cassai
Flash UpdatePromise,https://www.crunchbase.com/organization/flash-updatepromise-holdings,51-100,Active,http://www.updatepromise.com,,,,,,,,,,,"Hardware, Sales and Marketing, Software, Transportation","Automotive, Communications Infrastructure, Marketing Automation",,,,,,,,,,"Chino, California, United States",$1M to $10M,2009-01-01,year,GCP Capital Partners,https://www.linkedin.com/company/updatepromise.com
Leads2b,https://www.crunchbase.com/organization/leads2b,101-250,Active,https://leads2b.com,contato@leads2b.com,+55 800 031 0300,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, CRM, Email Marketing, Marketing Automation, SaaS, Sales Automation, Software",,,,,,,,,,"Curitiba, Parana, Brazil",$1M to $10M,2014-01-01,year,"Google for Startups, ABSeed Ventures, Crescera Capital",https://www.linkedin.com/company/leads2b
Beamery,https://www.crunchbase.com/organization/beamery,251-500,Active,http://beamery.com,info@beamery.com,,,,,,,,,,"Administrative Services, Professional Services, Sales and Marketing, Software","Enterprise Software, Human Resources, Marketing Automation, Recruiting, SaaS",0,4,,Scientific and electric apparatus and instruments,8891516,USD,8891516,,,"London, England, United Kingdom",$1M to $10M,2014-01-01,year,"Grupa Pracuj, M12 - Microsoft's Venture Fund, Workday Ventures, AngelPad, Accenture Ventures",https://www.linkedin.com/company/beamery/
MoEngage,https://www.crunchbase.com/organization/moengage,501-1000,Active,http://www.moengage.com/,hello@moengage.com,6508430988,,,,,,,,,"Data and Analytics, Information Technology, Sales and Marketing, Software","Analytics, Digital Marketing, Information Technology, Marketing Automation, SaaS",0,6,,Scientific and technological services,10997317,USD,10997317,,,"San Francisco, California, United States",$1M to $10M,2014-07-01,month,"VenturEast, B Capital, Eight Roads Ventures, F-Prime Capital, Alchemist Accelerator",http://www.linkedin.com/company/moengage
MSPbots.ai,https://www.crunchbase.com/organization/mspbots-ai,101-250,Active,https://mspbots.ai/,support@mspbots.ai,+1 312-205-5608,,,,,,,,,"Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Professional Services, Sales and Marketing, Software","Business Intelligence, Consulting, Email, Marketing Automation",,,,,3465900,USD,3465900,,,"Chicago, Illinois, United States",$1M to $10M,2019-01-01,year,Mercury,https://www.linkedin.com/company/mspbots
Twenty20,https://www.crunchbase.com/organization/twenty20-2,11-50,Active,http://twenty20.com,help@twenty20.com,+1 (323) 892-1006,,,,,,,,,"Commerce and Shopping, Content and Publishing, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software","E-Commerce, Internet, Marketing Automation, Mobile, Photo Sharing, Photography",,,,,471821,USD,471821,,,"Marina Del Rey, California, United States",$1M to $10M,2011-04-01,day,"Alumni Ventures, Mucker Capital, Castor Ventures, Founders Fund, Version One Ventures",http://www.linkedin.com/company/3094705
Kizen,https://www.crunchbase.com/organization/kizen,11-50,Active,https://kizen.com,,(415) 360-9208,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, CRM, Marketing Automation, Sales Automation",,,,,309712,USD,309712,,,"Austin, Texas, United States",$1M to $10M,2018-01-01,day,,https://www.linkedin.com/company/growwithkizen/
Mintigo,https://www.crunchbase.com/organization/mintigo,51-100,Closed,https://www.mintigo.com,info@mintigo.com,(650)278-4180,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Sales and Marketing, Software","Analytics, B2B, Big Data, CRM, Enterprise Software, Machine Learning, Marketing Automation, Predictive Analytics, SaaS",,,,,,,,,,"San Mateo, California, United States",$1M to $10M,2009-06-01,day,"Adams Street Partners, Vintage Investment Partners, Glilot Capital Partners, Sequoia Capital Israel, Giza Venture Capital",https://www.linkedin.com/company/mintigo
Pyze,https://www.crunchbase.com/organization/pyze,11-50,Active,http://pyze.com,crunchbase@pyze.com,650 273 PYZE,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Mobile, Sales and Marketing, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), CRM, Information Technology, Internet, Machine Learning, Marketing Automation, Mobile, Predictive Analytics, SaaS",0,1,,Scientific and technological services,,,,,,"Redwood City, California, United States",$1M to $10M,2014-01-01,year,"Benhamou Global Ventures, Correlation Ventures, AAF Management Ltd., Illuminate Ventures, Mentors Fund",https://www.linkedin.com/company/3574122/
Saleswhale,https://www.crunchbase.com/organization/saleswhale,11-50,Active,http://saleswhale.com,gabriel@saleswhale.com,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Assistive Technology, Marketing Automation, SaaS, Sales Automation",,,,,,,,,,"Singapore, Central Region, Singapore",$1M to $10M,2015-12-01,day,"Monk’s Hill Ventures, Y Combinator, InnoVen Capital, STRIVE, Wavemaker Partners",http://www.linkedin.com/company/saleswhale
