Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
infobird,https://www.crunchbase.com/organization/infobird,101-250,Active,http://www.infobird.com,hr@infobird.com,+86 400 707 2008,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Internet Services, Other, Professional Services, Software","Call Center, Cloud Computing, Customer Service, Machine Learning, SaaS",0,2,,Scientific and technological services,,,,,,"Beijing, Beijing, China",$10M to $50M,2001-10-26,day,Guiyang Venture Capital,https://www.linkedin.com/company/infobird-co-ltd
ComparaGuru,https://www.crunchbase.com/organization/comparaguru,51-100,Closed,,info@coru.com,+52 5011 9400,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Payments, Software","Auto Insurance, Credit Cards, Finance, Financial Services, FinTech, InsurTech, Machine Learning, Personal Finance",,,,,,,,,,"Mexico City, Distrito Federal, Mexico",$10M to $50M,2014-01-01,year,"Credit Karma, Seaya, Struck Capital, Founders Fund, Argonautic Ventures",
Movidius,https://www.crunchbase.com/organization/movidius,51-100,Closed,http://www.movidius.com,info@movidius.com,650-525-9600,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Mobile, Product Design, Semiconductor, Software",,,,,,,,,,"San Mateo, California, United States",$10M to $50M,2006-01-01,year,"Molten Ventures, Enterprise Ireland, Bosch Ventures, Atlantic Bridge, Celtic House Venture Partners",http://www.linkedin.com/company/movidius
Deci AI,https://www.crunchbase.com/organization/deci-ai,51-100,Active,https://www.deci.ai,info@deci.ai,+97233.751.969 | +1.650.4481.069,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Media and Entertainment, Science and Engineering, Software, Video","Artificial Intelligence (AI), Cloud Computing, Computer Vision, Developer Platform, Image Recognition, Information Technology, Machine Learning, Natural Language Processing, Software, Video",,,,,,,,,,"Ramat Gan, Tel Aviv, Israel",$10M to $50M,2019-01-01,year,"Intel Ignite, Vintage Investment Partners, Jibe Ventures, R136 Ventures, Emerge",https://www.linkedin.com/company/deciai/
Deep Glint,https://www.crunchbase.com/organization/deep-glint,251-500,Active,http://www.deepglint.com,hr@deepglint.com,010-62950616,,,,,,,,,"Apps, Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Analytics, Apps, Artificial Intelligence (AI), Computer Vision, Machine Learning",,,,,,,,,,"Beijing, Beijing, China",$10M to $50M,2012-01-01,year,"Hyundai Mobis, Sequoia Capital, ZhenFund, Microsoft Accelerator, Ceyuan Ventures",https://www.linkedin.com/company/deep-glint
mnubo,https://www.crunchbase.com/organization/mnubo-inc,51-100,Closed,http://www.mnubo.com,info@mnubo.com,(514) 313-1400,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Software","Analytics, Big Data, Internet of Things, Machine Learning, Predictive Analytics",0,0,,Advertising; business,45096000,USD,45096000,,,"Montréal, Quebec, Canada",$10M to $50M,2012-04-01,day,"Fonds de solidarité FTQ, White Star Capital, Investissement Quebec, Munich Re, Isomer Capital",http://www.linkedin.com/company/mnubo
TSLC,https://www.crunchbase.com/organization/tslc,101-250,Active,https://www.tslcglobal.com,info@tslcglobal.com,,1,1,1,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Software","Credit, Financial Services, FinTech, Machine Learning",2,0,Computing; Calculating,,,,,,,"Singapore, Central Region, Singapore",$10M to $50M,2016-01-01,year,ARV Investments,https://www.linkedin.com/company/tslc
Rebellions.ai,https://www.crunchbase.com/organization/rebellions-ai,51-100,Active,https://rebellions.ai,contact@rebellions.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Semiconductor, Software",21,5,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Seoul, Seoul-t'ukpyolsi, South Korea",$10M to $50M,2020-01-01,year,"KT Corp, Kakao Ventures, Mirae Asset Venture Investment, KB Investment, IMM Investment",https://www.linkedin.com/company/rebellions-ai
Pobuca,https://www.crunchbase.com/organization/pobuca,51-100,Active,http://www.pobuca.com,hello@pobuca.com,+442032860710,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), CRM, Customer Service, Loyalty Programs, Machine Learning, Marketing Automation, Software",0,4,,Scientific and electric apparatus and instruments,1657842,USD,1657842,,,"London, England, United Kingdom",$10M to $50M,2016-06-14,day,"Telefonica, National Bank of Greece, Wayra UK, SiEBEN",https://www.linkedin.com/company/pobuca
Qventus,https://www.crunchbase.com/organization/analyticsmd,101-250,Active,http://www.qventus.com,crunchbase@analyticsmd.com,(231) 846-8348,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Health Care, Hospital, Machine Learning",0,3,,Scientific and technological services,,,,,,"Mountain View, California, United States",$10M to $50M,2012-01-01,year,"Y Combinator, THL, Pegasus Tech Ventures, StartX (Stanford-StartX Fund), Premier Inc",https://www.linkedin.com/company/qventus-inc/
Bestmile,https://www.crunchbase.com/organization/bestmile,101-250,Active,http://www.bestmile.com,info@bestmile.com,+1.415.795.7864,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Mobile, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Cloud Computing, Fleet Management, Machine Learning, Mobile, SaaS, Transportation",,,,,972498,USD,972498,,,"San Francisco, California, United States",$10M to $50M,2014-01-28,day,"VentureOut, Translink Capital, Airbus Ventures, One Planet Group, Perot Jain",https://www.linkedin.com/company/best-mile
Niara,https://www.crunchbase.com/organization/niara-inc,51-100,Closed,http://www.niara.com/,info@niara.com,1(408) 598-3335,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Government and Military, Privacy and Security, Software","Analytics, Machine Learning, National Security, Security, Software",5,0,Computing; Calculating,,,,,,,"Sunnyvale, California, United States",$10M to $50M,2013-10-15,day,"New Enterprise Associates, Index Ventures, Venrock",https://www.linkedin.com/company/niara-inc-/
Altada,https://www.crunchbase.com/organization/altada,51-100,Active,https://www.altada.com,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software","Artificial Intelligence (AI), Computer, Machine Learning, Software",2,0,,,,,,,,"Cork, Cork, Ireland",$10M to $50M,2017-01-01,year,"Enterprise Ireland, Elkstone Capital Partners, Rocktop Partners",https://www.linkedin.com/company/altada-technology-solutions-limited
7Park Data,https://www.crunchbase.com/organization/7park-data,51-100,Closed,http://7parkdata.com,info@7parkdata.com,+1 (855) 881-0222,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Mobile, Other, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), B2B, Big Data, Finance, Machine Learning, Mobile, Natural Language Processing, Predictive Analytics, SaaS",,,,,,,,,,"New York, New York, United States",$10M to $50M,2012-01-01,year,"Eastward Capital Partners, Granite Capital Management, Mueller Ventures",https://www.linkedin.com/company/7park-data-inc/
Interset,https://www.crunchbase.com/organization/interset,51-100,Closed,http://interset.ai,securityai@interset.com,(844)241-2163,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Cyber Security, Machine Learning, Predictive Analytics",13,1,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Ottawa, Ontario, Canada",$10M to $50M,2015-03-10,day,"Toba Capital, Anthem Venture Partners, Startup Capital Ventures, In-Q-Tel, Propulsion Ventures",https://www.linkedin.com/company/intersetca
Converseon,https://www.crunchbase.com/organization/converseon,51-100,Active,http://www.converseon.com,info@converseon.com,+1 212 213 4297,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Media and Entertainment, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Consulting, Machine Learning, Market Research, Natural Language Processing, SaaS, Semantic Search, Social Media, Software, Text Analytics",0,4,,Advertising; business,1064316,USD,1064316,,,"New York, New York, United States",$10M to $50M,2008-01-01,year,,https://www.linkedin.com/company/converseon
Nanit,https://www.crunchbase.com/organization/nanit,101-250,Active,https://www.nanit.com/,info@nanit.com,866-696-2648,,,,,,,,,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Health Care, Information Technology, Software","Baby, Child Care, Health Care, Information Technology, Machine Learning",23,14,Computing; Calculating,Scientific and electric apparatus and instruments,1132620,USD,1132620,,,"New York, New York, United States",$10M to $50M,2016-01-01,year,"AME Cloud Ventures, Flex, Google Ventures, Vulcan Capital, Jerusalem Venture Partners (JVP)",https://www.linkedin.com/company/nanit/
Workera,https://www.crunchbase.com/organization/workera,101-250,Active,https://workera.ai,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software","Artificial Intelligence (AI), E-Learning, EdTech, Machine Learning",0,6,,Education; entertainment,,,,,,"Palo Alto, California, United States",$10M to $50M,2019-12-16,day,"Owl Ventures, AI Fund, Tech Square Ventures, Sozo Ventures, New Enterprise Associates",https://www.linkedin.com/company/workera-ai
WeaveGrid,https://www.crunchbase.com/organization/weave-grid,51-100,Active,https://www.weavegrid.com,communications@weavegrid.com,,1,1,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Energy, Software, Sustainability, Transportation","Automotive, Electric Vehicle, Machine Learning, Renewable Energy, Software, Transportation",2,0,,Advertising; business,2193600,USD,2193600,,,"San Francisco, California, United States",$10M to $50M,2018-01-01,year,"Elemental Excelerator, Breakthrough Energy Ventures, Collaborative Fund, Emerson Collective, The Westly Group",https://www.linkedin.com/company/weave-grid
Orbital Insight,https://www.crunchbase.com/organization/orbital-insight-inc,101-250,Active,http://www.orbitalinsight.com/,info@orbitalinsight.com,650-353-2060,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Software","Analytics, Big Data, Computer Vision, Geospatial, Machine Learning, SaaS, Software",18,6,Computing; Calculating,Advertising; business,3454437,USD,3454437,,,"Palo Alto, California, United States",$10M to $50M,2013-01-01,year,"Bunge, Sequoia Capital, Goldman Sachs, Google Ventures, Bloomberg Beta",http://www.linkedin.com/company/orbital-insight-inc-
TuSimple,https://www.crunchbase.com/organization/tusimple-llc,1001-5000,Active,https://www.tusimple.com,info@tusimple.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Software, Transportation","Autonomous Vehicles, Electric Vehicle, Last Mile Transportation, Machine Learning, Transportation",247,6,,Scientific and electric apparatus and instruments,55231,USD,55231,,,"San Diego, California, United States",$10M to $50M,2015-01-01,year,"Navistar, Sequoia Capital China, Volkswagen Group, CDH Investments, Sinovation Ventures",https://www.linkedin.com/company/tusimple
Next IT,https://www.crunchbase.com/organization/next-it,51-100,Closed,http://www.NextIT.com,Contact@NextIT.com,5094711866,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Software, Video Chat",7,0,Computing; Calculating,,371372,USD,371372,,,"Spokane, Washington, United States",$10M to $50M,2002-01-01,year,,http://www.linkedin.com/company/next-it
Hubdoc,https://www.crunchbase.com/organization/hubdoc,101-250,Active,http://hubdoc.com,support@hubdoc.com,(800)577-2842,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Internet Services, Professional Services, Science and Engineering, Software","Accounting, Artificial Intelligence (AI), Cloud Computing, Document Management, FinTech, Information Technology, Machine Learning, SaaS, Software",,,,,1535983,USD,1535983,,,"Toronto, Ontario, Canada",$10M to $50M,2011-01-01,year,"BDC Venture Capital, BDC IT Venture Fund, Hyde Park Venture Partners, Hedgewood, Round13 Capital",http://www.linkedin.com/company/2716253
Homesearch,https://www.crunchbase.com/organization/homesearch,101-250,Active,https://homesearch.co.uk/,info@homesearch.co.uk,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Navigation and Mapping, Sales and Marketing, Software","Analytics, Information Technology, Lead Generation, Machine Learning, Mapping Services, Training",,,,,326545,USD,326545,,,"London, England, United Kingdom",$10M to $50M,2017-01-01,year,Octopus Ventures,https://www.linkedin.com/company/homesearchuk
Retention Science,https://www.crunchbase.com/organization/retention-science,51-100,Active,http://retentionscience.com,support@retentionscience.com,310.598.6658,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Software","CRM, Machine Learning, Marketing Automation, Predictive Analytics, SaaS",,,,,760005,USD,760005,,,"Santa Monica, California, United States",$10M to $50M,2011-01-01,year,"Mucker Capital, Bonfire Ventures, BAM Ventures, Pritzker Group Venture Capital, Mohr Davidow Ventures",http://www.linkedin.com/company/retention-science
EdGE,https://www.crunchbase.com/organization/edge-networks-pvt--ltd-,51-100,Active,https://getedge.ai,info@getedge.ai,+91 80 4114 8049,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Education, Hardware, Information Technology, Other, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Computer, Consulting, Education, Human Resources, Information Technology, Machine Learning, Professional Services, Recruiting",,,,,,,,,,"Bangalore, Karnataka, India",$10M to $50M,2012-01-01,year,"VenturEast, Google Launchpad Accelerator, Kalaari Capital",https://www.linkedin.com/company/avr-edge-networks-pvt--ltd-
Wedge Networks Inc.,https://www.crunchbase.com/organization/wedge-networks,101-250,Active,http://www.wedgenetworks.com,info@wedgenetworks.com,403-276-5356,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Business Information Systems, Computer, Cyber Security, Information Technology, Machine Learning, Network Security, Quantum Computing, Security, Software",4,0,Electric Communication Technique,,,,,,,"Calgary, Alberta, Canada",$10M to $50M,2002-11-01,day,"Blackberry, Flow Capital, L-SPARK, Global Forward Capital, Verdex Capital (Formerly the AVAC Group )",https://www.linkedin.com/company/wedge-networks-inc-
Nexus FrontierTech,https://www.crunchbase.com/organization/nexus-frontier-tech,101-250,Active,http://nexusfrontier.tech,info@nexusfrontier.tech,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Developer Platform, Developer Tools, Machine Learning, Natural Language Processing, PaaS, Software",,,,,879158,USD,879158,,,"London, England, United Kingdom",$10M to $50M,2015-01-01,year,"Global FinTech Hackcelerator, Nick Fry, Jennifer Lewis",https://www.linkedin.com/company/nexusfrontiertech/
Ayehu Software Technologies,https://www.crunchbase.com/organization/ayehu-software-technologies,51-100,Active,http://www.ayehu.com,info@ayehu.com,1(800)652-5601,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Manufacturing, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Data Center Automation, Industrial Automation, Information Technology, IT Infrastructure, IT Management, Machine Learning, Security, Software",,,,,1106059,USD,1106059,,,"San Jose, California, United States",$10M to $50M,2007-01-01,year,"Benhamou Global Ventures, KEC Ventures, MG Equity Partners",https://www.linkedin.com/company/ayehu-software-technologies-ltd-
deepset,https://www.crunchbase.com/organization/deepset,51-100,Active,https://deepset.ai,sales@deepset.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Search Engine, Semantic Search",0,1,,Scientific and electric apparatus and instruments,747776,USD,747776,,,"Berlin, Berlin, Germany",$10M to $50M,2018-01-01,year,"Tiny VC, Google Ventures, Mustafa Suleyman, Harpoon, Lunar Ventures",https://www.linkedin.com/company/deepset-ai
ITK,https://www.crunchbase.com/organization/itk,101-250,Active,http://www.itk.fr/,contact@itk.fr,+33 (0) 6 14 28 86 11,,,,,,,,,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Agriculture, AgTech, Artificial Intelligence (AI), Information Technology, Machine Learning, Software",1,3,Agriculture; Forestry; Animal Husbandry; Hunting; Trapping; Fishing,Scientific and technological services,1305932,USD,1305932,,,"Clapiers, Languedoc-Roussillon, France",$10M to $50M,2003-07-01,month,"Starquest Capital, BNP Paribas Développement, EDF Pulse Croissance, Banque Populaire du Sud",https://www.linkedin.com/company/itk_2/
Analyticalways,https://www.crunchbase.com/organization/analyticalways,101-250,Active,https://analyticalways.com,info@analyticalways.com,91 737 31 95,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Consulting, Information Technology, Machine Learning, Predictive Analytics, Retail, Retail Technology, SaaS",0,3,,Advertising; business,,,,,,"Madrid, Madrid, Spain",$10M to $50M,2015-09-01,day,"MSOL, CTT",https://www.linkedin.com/company/5171876
Quicktext,https://www.crunchbase.com/organization/quicktext,51-100,Active,http://www.quicktext.im,hello@quicktext.im,+33 1 85 54 00 49,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning, Mobile, Software, Telecommunications",0,2,,Scientific and electric apparatus and instruments,,,,,,"Paris, Ile-de-France, France",$10M to $50M,2017-01-01,day,,https://www.linkedin.com/company/quicktext-ai/
Explorium,https://www.crunchbase.com/organization/explorium-46fb,101-250,Active,https://www.explorium.ai/,info@explorium.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Software",0,4,Computing; Calculating,Scientific and electric apparatus and instruments,,,,,,"Tel Aviv, Tel Aviv, Israel",$10M to $50M,2017-01-01,year,"Zeev Ventures, Vintage Investment Partners, R136 Ventures, Emerge, Insight Partners",https://www.linkedin.com/company/explorium-ai/
Chattermill,https://www.crunchbase.com/organization/chattermill,51-100,Active,https://chattermill.com,hello@chattermill.io,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Enterprise Software, Machine Learning, Natural Language Processing, Software",0,2,,Scientific and electric apparatus and instruments,,,,,,"London, England, United Kingdom",$10M to $50M,2015-05-22,day,"Runa Capital, Entrepreneur First, Beringea, Ventech, Avonmore Developments",https://www.linkedin.com/company/chattermill
9fin,https://www.crunchbase.com/organization/9fin,51-100,Active,https://9fin.com,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning",,,,,1905223,USD,1905223,,,"London, England, United Kingdom",$10M to $50M,2016-10-28,day,"Google for Startups, 500 Global, Seedcamp, redalpine, Fly Ventures",https://www.linkedin.com/company/9fin
Huddly,https://www.crunchbase.com/organization/huddly,101-250,Active,https://www.huddly.com,contact@huddly.com,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Science and Engineering, Software","Artificial Intelligence (AI), Collaboration, Computer Vision, Electronics, Machine Learning, Software, Video Conferencing",,,,,5164972,USD,5164972,,,"Oslo, Oslo, Norway",$10M to $50M,2013-01-01,day,,https://www.linkedin.com/company/huddly
Responsive,https://www.crunchbase.com/organization/rfpio-inc,251-500,Active,https://www.responsive.io/,engage@responsive.io,(971)470-3112,,,,,,,,,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Management, CRM, Knowledge Management, Machine Learning, SaaS, Sales Automation, Software",,,,,,,,,,"Beaverton, Oregon, United States",$10M to $50M,2016-01-01,year,"K1 Investment Management, Elevate Capital, Bend Venture Conference, Archivist",https://www.linkedin.com/company/responsiveio/
Inbenta,https://www.crunchbase.com/organization/inbenta-semantic-search,101-250,Active,https://www.inbenta.com,info@inbenta.com,(408)213-8771,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Internet Services, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Customer Service, E-Commerce, Machine Learning, Semantic Search, Virtual Assistant",1,1,Computing; Calculating,Scientific and technological services,1140317,USD,1140317,,,"Sunnyvale, California, United States",$10M to $50M,2005-01-01,year,"Level Equity Management, AC Ventures, Amasia, NTT DOCOMO Ventures, Tritium Partners",http://www.linkedin.com/company/inbenta
Stratio,https://www.crunchbase.com/organization/strat-io,501-1000,Active,http://www.stratio.com,contact@stratio.com,+34 91 82 86 473,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Data Visualization, Machine Learning",0,14,,Advertising; business,715359,USD,715359,,,"Madrid, Madrid, Spain",$10M to $50M,2013-01-01,year,"GP Bullhound, InfraVia Capital Partners, Adara Ventures",http://www.linkedin.com/company/5122962
Galois,https://www.crunchbase.com/organization/galois,101-250,Active,http://galois.com,contact@galois.com,+1 503 626 6616,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Government and Military, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software","Analytics, Cyber Security, Human Computer Interaction, Information Technology, Machine Learning, National Security, Risk Management, Security, Software",6,4,Computing; Calculating,Scientific and electric apparatus and instruments,891174,USD,891174,,,"Portland, Oregon, United States",$10M to $50M,1999-01-01,year,US Department of Energy,https://www.linkedin.com/company/galois-inc-/?originalSubdomain=ph
ExB Group,https://www.crunchbase.com/organization/exb-labs-gmbh,51-100,Active,https://www.exb.de,contact@exb.de,+49 8955067340,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Information Technology, InsurTech, Machine Learning, Software",,,,,,,,,,"Munich, Bayern, Germany",$10M to $50M,2008-01-28,day,"Bayern Kapital, Alstin Capital, Plug and Play Insurtech",https://www.linkedin.com/company/exb-group
Jiffy.ai,https://www.crunchbase.com/organization/jiffy-ai,101-250,Active,https://jiffy.ai,,918041700051,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Software",,,,,334231,USD,334231,,,"Bengaluru, Karnataka, India",$10M to $50M,2012-01-01,day,"Nexus Venture Partners, Eight Roads Ventures, R-Squared Ventures, Iron Pillar, Rebright Partners",https://www.linkedin.com/company/jiffyai/
Jacada,https://www.crunchbase.com/organization/jacada,51-100,Closed,https://www.jacada.com,ada@jacada.com,+1 972 9 952 5900,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Robotic Process Automation (RPA), SaaS, Software",0,1,,Scientific and electric apparatus and instruments,11085740,USD,11085740,,,"Atlanta, Georgia, United States",$10M to $50M,1990-01-01,year,"Jerusalem Venture Partners (JVP), Israel Growth Partners",https://www.linkedin.com/company/jacada
Turing Robot,https://www.crunchbase.com/organization/turing-robot,101-250,Active,http://www.turingapi.com/,turing@uzoo.cn,010-58349447,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning, Software",,,,,,,,,,"Haidian, Beijing, China",$10M to $50M,2010-01-01,day,"Shaanxi Coal and Chemical Industry Group, CrestValue, Zoy Capital, Shanghai Dajun Capital, Qianhai Wutong Mergers and Acquisitions Funds",https://www.linkedin.com/company/turing-robot/
Enlitic,https://www.crunchbase.com/organization/enlitic,51-100,Active,http://www.enlitic.com/,info@enlitic.com,,,,,,,,,,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Biotechnology, Health Care, Image Recognition, Machine Learning, Medical Device, Natural Language Processing, Predictive Analytics, Software",79,1,,Medical services; veterinary services,875202,USD,875202,,,"San Francisco, California, United States",$10M to $50M,2014-08-04,day,"DCVC, Alium Capital, Regal Funds Management, Amplify Partners, Seven Peaks Ventures",http://www.linkedin.com/company/enlitic
Dataloop AI,https://www.crunchbase.com/organization/dataloop,51-100,Active,https://www.dataloop.ai,info@dataloop.ai,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Data Collection and Labeling, Data Management, Data Visualization, Machine Learning, SaaS",0,2,Computing; Calculating,Scientific and technological services,,,,,,"Herzliya, Tel Aviv, Israel",$10M to $50M,2017-01-01,year,"OurCrowd, Alpha Wave Global, NGP Capital, F2 Capital, Amiti Ventures",https://www.linkedin.com/company/dataloop
Armorblox,https://www.crunchbase.com/organization/armorblox,51-100,Active,https://www.armorblox.com,info@armorblox.com,(650) 260-5352,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software","Artificial Intelligence (AI), Cyber Security, Information Technology, Internet, Machine Learning",1,0,,,,,,,,"Sunnyvale, California, United States",$10M to $50M,2017-07-01,month,"Point72 Ventures, Polaris Partners, Unusual Ventures, Next47, General Catalyst",https://www.linkedin.com/company/armorbloxinc
SELVAS Al,https://www.crunchbase.com/organization/selvas-al,51-100,Active,https://www.selvasai.com,support@selvasai.com,+82-2-6190-7500,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software","Artificial Intelligence (AI), Human Computer Interaction, Machine Learning, Speech Recognition",,,,,,,,,,"Seoul, Seoul-t'ukpyolsi, South Korea",$10M to $50M,1999-03-31,day,"Seerslab, WYSIWYG Studio",https://www.linkedin.com/company/selvas-ai-inc.
Guardian Analytics,https://www.crunchbase.com/organization/guardiananalytics,51-100,Closed,http://www.guardiananalytics.com,info@guardiananalytics.com,650-383-9200,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Internet Services, Lending and Investments, Other, Payments, Privacy and Security, Software","Analytics, Banking, Fraud Detection, Internet, Machine Learning, Real Time, Security",13,8,Computing; Calculating,Scientific and technological services,,,,,,"Mountain View, California, United States",$10M to $50M,2005-01-01,year,"Sutter Hill Ventures, Costanoa Ventures, Triangle Peak Partners, Foundation Capital, Split Rock Partners",https://www.linkedin.com/company/guardiananalytics/
LogFire,https://www.crunchbase.com/organization/logfire,51-100,Closed,http://logfire.com,social@logfire.com,678-261-9000,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Other, Professional Services, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Big Data, Computer, Consulting, Information Technology, Machine Learning, Professional Services, Software Engineering",,,,,,,,,,"Atlanta, Georgia, United States",$10M to $50M,2007-01-01,year,"Edison Partners, Fulcrum Equity Partners",http://www.linkedin.com/company/logfire
